ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
TX22002,5,5.0,10470.0,AZLE,22.0,6.0,28.0,22.0,6.0
TX22003,4,5.0,49213.0,BEDFORD,77.0,37.0,114.0,68.0,46.0
TX22004,5,5.0,22002.0,BENBROOK,37.0,10.0,47.0,36.0,11.0
TX22005,7,5.0,2414.0,BLUE MOUND,7.0,4.0,11.0,7.0,4.0
TX22006,6,5.0,9491.0,CROWLEY,21.0,8.0,29.0,22.0,7.0
TX22007,7,5.0,2386.0,DALWORTHINGTON GARDENS,13.0,1.0,14.0,13.0,1.0
TX22009,3,5.0,51407.0,EULESS,88.0,28.0,116.0,81.0,35.0
TX22010,6,5.0,5889.0,EVERMAN,13.0,5.0,18.0,13.0,5.0
TX22011,5,5.0,13493.0,FOREST HILL,25.0,4.0,29.0,24.0,5.0
TX22012,1B,5.0,613261.0,FORT WORTH,1259.0,468.0,1727.0,1342.0,385.0
TX22013,4,5.0,48042.0,GRAPEVINE,101.0,32.0,133.0,97.0,36.0
TX22014,4,5.0,40792.0,HALTOM CITY,68.0,20.0,88.0,64.0,24.0
TX22016,4,5.0,38516.0,HURST,70.0,41.0,111.0,68.0,43.0
TX22017,6,5.0,6602.0,KENNEDALE,20.0,7.0,27.0,21.0,6.0
TX22018,7,5.0,1154.0,LAKESIDE,5.0,0.0,5.0,5.0,0.0
TX22019,6,5.0,4724.0,LAKE WORTH,23.0,11.0,34.0,26.0,8.0
TX22020,4,5.0,35306.0,MANSFIELD,102.0,43.0,145.0,75.0,70.0
TX22021,3,5.0,61478.0,NORTH RICHLAND HILLS,109.0,31.0,140.0,98.0,42.0
TX22022,6,5.0,8234.0,RICHLAND HILLS,13.0,8.0,21.0,15.0,6.0
TX22023,6,5.0,7058.0,RIVER OAKS,18.0,5.0,23.0,18.0,5.0
TX22024,5,5.0,17152.0,SAGINAW,25.0,8.0,33.0,28.0,5.0
TX22025,6,5.0,4222.0,SANSOM PARK VILLAGE,12.0,3.0,15.0,11.0,4.0
TX22026,5,5.0,24038.0,WATAUGA,31.0,10.0,41.0,31.0,10.0
TX22027,7,5.0,694.0,WESTOVER HILLS,11.0,3.0,14.0,11.0,3.0
TX22028,7,5.0,2142.0,WESTWORTH,10.0,4.0,14.0,9.0,5.0
TX22029,5,5.0,15909.0,WHITE SETTLEMENT,25.0,17.0,42.0,26.0,16.0
TX22030,4,5.0,35489.0,KELLER,50.0,17.0,67.0,47.0,20.0
TX22031,7,5.0,2375.0,PANTEGO,12.0,6.0,18.0,12.0,6.0
TX22032,5,5.0,24893.0,SOUTHLAKE,52.0,18.0,70.0,56.0,14.0
TX22033,7,5.0,0.0,UNIV OF TX: ARLINGTON,52.0,23.0,75.0,31.0,44.0
TX22034,7,5.0,0.0,WESTWORTH,4.0,2.0,6.0,4.0,2.0
TX22036,7,5.0,0.0,DALLAS-FORT WORTH INT AP,317.0,81.0,398.0,272.0,126.0
TX22037,7,5.0,0.0,TEXAS CHRISTIAN UNIVERSI,28.0,7.0,35.0,20.0,15.0
TX22040,5,5.0,22077.0,COLLEYVILLE,27.0,12.0,39.0,30.0,9.0
TX22048,7,5.0,1618.0,PELICAN BAY,3.0,0.0,3.0,3.0,0.0
TX22049,7,5.0,0.0,UNIV OF N TX:HEALTH SC C,16.0,6.0,22.0,9.0,13.0
TX22050,7,5.0,0.0,HOS DIST: TARRANT COUNTY,38.0,6.0,44.0,29.0,15.0
TX22100,9C,5.0,12473.0,TAYLOR,116.0,55.0,171.0,75.0,96.0
TX22101,2,5.0,116695.0,ABILENE,180.0,55.0,235.0,177.0,58.0
TX22103,6,5.0,2652.0,MERKEL,4.0,0.0,4.0,4.0,0.0
TX22108,7,5.0,1166.0,TYE,4.0,0.0,4.0,4.0,0.0
TX22110,7,5.0,0.0,HARDIN-SIMMONS UNIVERSIT,7.0,1.0,8.0,5.0,3.0
TX22111,7,5.0,0.0,ABILENE CHRISTIAN UNIV,9.0,1.0,10.0,9.0,1.0
TX22200,8D,5.0,973.0,TERRELL,8.0,3.0,11.0,4.0,7.0
TX22300,8D,5.0,3328.0,TERRY,26.0,15.0,41.0,9.0,32.0
TX22301,6,5.0,9455.0,BROWNFIELD,20.0,6.0,26.0,19.0,7.0
TX22400,8D,5.0,1659.0,THROCKMORTON,6.0,0.0,6.0,2.0,4.0
TX22500,8C,5.0,14855.0,TITUS,27.0,21.0,48.0,21.0,27.0
TX22501,5,5.0,14850.0,MOUNT PLEASANT,28.0,10.0,38.0,28.0,10.0
TX22600,9C,5.0,15918.0,TOM GREEN,106.0,55.0,161.0,60.0,101.0
TX22601,3,5.0,89561.0,SAN ANGELO,136.0,42.0,178.0,148.0,30.0
TX22603,7,5.0,0.0,ANGELO STATE UNIVERSITY,10.0,4.0,14.0,10.0,4.0
TX22607,7,5.0,0.0,SAN ANGELO PARK,2.0,0.0,2.0,2.0,0.0
TX22700,9A,5.0,153196.0,TRAVIS,962.0,390.0,1352.0,656.0,696.0
TX22701,1B,5.0,693019.0,AUSTIN,1348.0,487.0,1835.0,1361.0,474.0
TX22702,7,5.0,1184.0,MANOR,11.0,3.0,14.0,12.0,2.0
TX22703,7,5.0,1386.0,ROLLINGWOOD,6.0,1.0,7.0,7.0,0.0
TX22704,6,5.0,3063.0,WEST LAKE HILLS,14.0,5.0,19.0,13.0,6.0
TX22705,7,5.0,0.0,UNIV OF TX: AUSTIN,91.0,30.0,121.0,52.0,69.0
TX22709,4,5.0,26337.0,PFLUGERVILLE,47.0,15.0,62.0,46.0,16.0
TX22711,6,5.0,8542.0,LAKEWAY,21.0,8.0,29.0,23.0,6.0
TX22719,7,5.0,480.0,SUNSET VALLEY,9.0,1.0,10.0,10.0,0.0
TX22721,6,5.0,5514.0,LAGO VISTA,13.0,5.0,18.0,11.0,7.0
TX22722,7,5.0,1799.0,JONESTOWN,5.0,2.0,7.0,6.0,1.0
TX22723,7,5.0,912.0,MUSTANG RIDGE,2.0,0.0,2.0,2.0,0.0
TX22724,7,5.0,0.0,ISD: AUSTIN,70.0,22.0,92.0,63.0,29.0
TX22800,8C,5.0,11771.0,TRINITY,9.0,5.0,14.0,8.0,6.0
TX22801,6,5.0,2810.0,TRINITY,7.0,3.0,10.0,6.0,4.0
TX22900,8C,5.0,18802.0,TYLER,19.0,9.0,28.0,19.0,9.0
TX22901,7,5.0,2346.0,WOODVILLE,6.0,1.0,7.0,6.0,1.0
TX23000,9B,5.0,27094.0,UPSHUR,47.0,20.0,67.0,34.0,33.0
TX23001,7,5.0,1357.0,BIG SANDY,5.0,1.0,6.0,5.0,1.0
TX23002,6,5.0,5154.0,GILMER,15.0,5.0,20.0,17.0,3.0
TX23003,7,5.0,1175.0,ORE CITY,4.0,0.0,4.0,4.0,0.0
TX23009,7,5.0,624.0,EAST MOUNTAIN,1.0,0.0,1.0,1.0,0.0
TX23100,8D,5.0,3199.0,UPTON,8.0,7.0,15.0,8.0,7.0
TX23101,7,5.0,1673.0,MCCAMEY,2.0,0.0,2.0,2.0,0.0
TX23200,8D,5.0,8892.0,UVALDE,43.0,2.0,45.0,29.0,16.0
TX23201,5,5.0,16500.0,UVALDE,27.0,12.0,39.0,30.0,9.0
TX23202,7,5.0,1662.0,SABINAL,4.0,0.0,4.0,4.0,0.0
TX23300,8C,5.0,11785.0,VAL VERDE,27.0,21.0,48.0,33.0,15.0
TX23301,4,5.0,36405.0,DEL RIO,65.0,26.0,91.0,67.0,24.0
TX23400,8B,5.0,38114.0,VAN ZANDT,47.0,25.0,72.0,28.0,44.0
TX23401,6,5.0,3601.0,CANTON,13.0,5.0,18.0,13.0,5.0
TX23402,7,5.0,1464.0,EDGEWOOD,3.0,1.0,4.0,4.0,0.0
TX23403,6,5.0,3242.0,GRAND SALINE,6.0,1.0,7.0,7.0,0.0
TX23404,6,5.0,2587.0,VAN,5.0,0.0,5.0,5.0,0.0
TX23405,6,5.0,3843.0,WILLS POINT,10.0,1.0,11.0,9.0,2.0
TX23500,9C,5.0,24496.0,VICTORIA,96.0,59.0,155.0,88.0,67.0
TX23501,3,5.0,62692.0,VICTORIA,89.0,43.0,132.0,95.0,37.0
TX23600,8B,5.0,26810.0,WALKER,47.0,16.0,63.0,30.0,33.0
TX23601,4,5.0,36430.0,HUNTSVILLE,46.0,7.0,53.0,47.0,6.0
TX23700,9C,5.0,22663.0,WALLER,36.0,21.0,57.0,35.0,22.0
TX23701,6,5.0,3631.0,BROOKSHIRE,8.0,5.0,13.0,8.0,5.0
TX23702,7,5.0,2065.0,WALLER,7.0,1.0,8.0,7.0,1.0
TX23707,6,5.0,6367.0,HEMPSTEAD,11.0,4.0,15.0,13.0,2.0
TX23709,7,5.0,0.0,PRAIRIE VIEW A&M UNIV,25.0,13.0,38.0,23.0,15.0
TX23710,7,5.0,0.0,ISD: HEMPSTEAD,1.0,0.0,1.0,1.0,0.0
TX23800,8D,5.0,4020.0,WARD,18.0,12.0,30.0,14.0,16.0
TX23801,6,5.0,6508.0,MONAHANS,10.0,6.0,16.0,10.0,6.0
TX23900,8C,5.0,17487.0,WASHINGTON,39.0,15.0,54.0,31.0,23.0
TX23901,5,5.0,14275.0,BRENHAM,29.0,3.0,32.0,29.0,3.0
TX24000,9C,5.0,16519.0,WEBB,220.0,54.0,274.0,145.0,129.0
TX24001,2,5.0,206555.0,LAREDO,406.0,73.0,479.0,407.0,72.0
TX24005,7,5.0,0.0,LAREDO COMMUNITY COLLEGE,20.0,2.0,22.0,21.0,1.0
TX24006,7,5.0,0.0,TX A&M INTERNATIONAL UN,15.0,5.0,20.0,14.0,6.0
TX24007,7,5.0,0.0,ISD: UNITED,100.0,19.0,119.0,30.0,89.0
TX24100,8C,5.0,21603.0,WHARTON,51.0,16.0,67.0,37.0,30.0
TX24101,5,5.0,11108.0,EL CAMPO,24.0,11.0,35.0,25.0,10.0
TX24102,6,5.0,9567.0,WHARTON,22.0,11.0,33.0,23.0,10.0
TX24200,8D,5.0,3015.0,WHEELER,7.0,4.0,11.0,6.0,5.0
TX24201,7,5.0,1851.0,SHAMROCK,4.0,5.0,9.0,3.0,6.0
TX24300,9D,5.0,6766.0,WICHITA,110.0,56.0,166.0,40.0,126.0
TX24301,5,5.0,10686.0,BURKBURNETT,19.0,5.0,24.0,19.0,5.0
TX24302,6,5.0,3050.0,ELECTRA,8.0,4.0,12.0,7.0,5.0
TX24304,6,5.0,6324.0,IOWA PARK,12.0,5.0,17.0,11.0,6.0
TX24305,2,5.0,102589.0,WICHITA FALLS,186.0,87.0,273.0,185.0,88.0
TX24307,7,5.0,0.0,MIDWESTERN STATE UNIVERS,10.0,2.0,12.0,8.0,4.0
TX24400,8D,5.0,3068.0,WILBARGER,10.0,6.0,16.0,6.0,10.0
TX24401,5,5.0,11349.0,VERNON,24.0,6.0,30.0,23.0,7.0
TX24500,8C,5.0,10952.0,WILLACY,25.0,10.0,35.0,14.0,21.0
TX24501,7,5.0,2003.0,LYFORD,5.0,1.0,6.0,6.0,0.0
TX24502,6,5.0,9612.0,RAYMONDVILLE,16.0,6.0,22.0,12.0,10.0
TX24509,7,5.0,0.0,ISD: RAYMONDVILLE,3.0,1.0,4.0,4.0,0.0
TX24600,9A,5.0,104755.0,WILLIAMSON,278.0,152.0,430.0,174.0,256.0
TX24601,7,5.0,1133.0,FLORENCE,3.0,1.0,4.0,4.0,0.0
TX24602,4,5.0,37062.0,GEORGETOWN,57.0,27.0,84.0,56.0,28.0
TX24603,7,5.0,1336.0,GRANGER,3.0,0.0,3.0,3.0,0.0
TX24604,6,5.0,5680.0,HUTTO,8.0,3.0,11.0,10.0,1.0
TX24605,3,5.0,83390.0,ROUND ROCK,88.0,29.0,117.0,86.0,31.0
TX24606,5,5.0,14877.0,TAYLOR,20.0,13.0,33.0,22.0,11.0
TX24608,7,5.0,0.0,SOUTHWESTERN UNIVERSITY,4.0,3.0,7.0,6.0,1.0
TX24609,4,5.0,46106.0,CEDAR PARK,49.0,24.0,73.0,52.0,21.0
TX24617,5,5.0,16135.0,LEANDER,26.0,10.0,36.0,25.0,11.0
TX24618,7,5.0,853.0,THRALL,4.0,0.0,4.0,4.0,0.0
TX24700,9B,5.0,29400.0,WILSON,41.0,27.0,68.0,24.0,44.0
TX24701,6,5.0,6855.0,FLORESVILLE,18.0,4.0,22.0,21.0,1.0
TX24702,7,5.0,2134.0,POTH,0.0,1.0,1.0,1.0,0.0
TX24707,7,5.0,1075.0,LA VERNIA,3.0,2.0,5.0,4.0,1.0
TX24800,8D,5.0,535.0,WINKLER,20.0,5.0,25.0,11.0,14.0
TX24801,6,5.0,5395.0,KERMIT,10.0,6.0,16.0,9.0,7.0
TX24802,7,5.0,894.0,WINK,1.0,0.0,1.0,1.0,0.0
TX24900,9B,5.0,43639.0,WISE,86.0,39.0,125.0,63.0,62.0
TX24901,6,5.0,5493.0,BRIDGEPORT,13.0,7.0,20.0,12.0,8.0
TX24902,6,5.0,6004.0,DECATUR,18.0,4.0,22.0,17.0,5.0
TX24908,7,5.0,1317.0,RUNAWAY BAY,5.0,0.0,5.0,5.0,0.0
TX25000,8B,5.0,29269.0,WOOD,39.0,25.0,64.0,27.0,37.0
TX25002,7,5.0,1465.0,HAWKINS,5.0,1.0,6.0,6.0,0.0
TX25003,6,5.0,5014.0,MINEOLA,6.0,2.0,8.0,7.0,1.0
TX25004,7,5.0,2186.0,QUITMAN,6.0,0.0,6.0,6.0,0.0
TX25005,6,5.0,3841.0,WINNSBORO,7.0,6.0,13.0,9.0,4.0
TX25100,8D,5.0,3437.0,YOAKUM,8.0,12.0,20.0,9.0,11.0
TX25101,6,5.0,4032.0,DENVER CITY,7.0,5.0,12.0,7.0,5.0
TX25200,8D,5.0,6018.0,YOUNG,21.0,8.0,29.0,14.0,15.0
TX25201,6,5.0,8823.0,GRAHAM,20.0,2.0,22.0,21.0,1.0
TX25202,6,5.0,3392.0,OLNEY,6.0,3.0,9.0,5.0,4.0
TX25300,8C,5.0,13370.0,ZAPATA,79.0,30.0,109.0,42.0,67.0
TX25400,8D,5.0,4601.0,ZAVALA,22.0,6.0,28.0,10.0,18.0
TX25401,6,5.0,7291.0,CRYSTAL CITY,11.0,4.0,15.0,10.0,5.0
UTBCI00,7,5.0,0.0,UT BUREAU OF CRIM IDENT,0.0,0.0,0.0,0.0,0.0
UTLED01,8D,5.0,0.0,WILDLIFE RESOURCES,58.0,5.0,63.0,60.0,3.0
UTLED02,8D,5.0,0.0,PARKS AND RECREATION,77.0,9.0,86.0,85.0,1.0
UTUHP00,8D,5.0,0.0,UTAH HIGHWAY PATROL,440.0,61.0,501.0,431.0,70.0
UT00100,8D,5.0,5436.0,BEAVER,34.0,11.0,45.0,13.0,32.0
UT00101,6,5.0,2598.0,BEAVER,3.0,0.0,3.0,3.0,0.0
UT00102,7,5.0,1462.0,MILFORD,1.0,0.0,1.0,1.0,0.0
UT00103,7,5.0,846.0,MINERSVILLE,1.0,0.0,1.0,1.0,0.0
UT00200,8C,5.0,14597.0,BOX ELDER,58.0,29.0,87.0,28.0,59.0
UT00201,5,5.0,17727.0,BRIGHAM CITY,25.0,5.0,30.0,25.0,5.0
UT00202,6,5.0,6414.0,TREMONTON,9.0,1.0,10.0,9.0,1.0
UT00205,7,5.0,2051.0,GARLAND,3.0,1.0,4.0,4.0,0.0
UT00207,7,5.0,812.0,MANTUA,1.0,0.0,1.0,1.0,0.0
UT00208,7,5.0,1706.0,WILLARD,2.0,0.0,2.0,2.0,0.0
UT00212,6,5.0,3014.0,PERRY,3.0,1.0,4.0,4.0,0.0
UT00300,9B,5.0,35664.0,CACHE,99.0,38.0,137.0,105.0,32.0
UT00301,4,5.0,47052.0,LOGAN,62.0,25.0,87.0,54.0,33.0
UT00303,6,5.0,3055.0,HYDE PARK,2.0,0.0,2.0,2.0,0.0
UT00304,6,5.0,6681.0,HYRUM,3.0,1.0,4.0,3.0,1.0
UT00310,6,5.0,9973.0,NORTH PARK,7.0,1.0,8.0,7.0,1.0
UT00314,6,5.0,8064.0,SMITHFIELD,7.0,1.0,8.0,7.0,1.0
UT00315,6,5.0,2838.0,WELLSVILLE,1.0,0.0,1.0,1.0,0.0
UT00316,7,5.0,0.0,UTAH STATE UNIVERSITY,14.0,4.0,18.0,13.0,5.0
UT00320,7,5.0,0.0,CACHE-RICH DRUG TASK FOR,0.0,0.0,0.0,0.0,0.0
UT00400,8D,5.0,6933.0,CARBON,33.0,8.0,41.0,18.0,23.0
UT00401,6,5.0,8473.0,PRICE,16.0,2.0,18.0,16.0,2.0
UT00403,7,5.0,1973.0,HELPER,6.0,0.0,6.0,6.0,0.0
UT00407,7,5.0,1635.0,WELLINGTON,4.0,0.0,4.0,4.0,0.0
UT00409,7,5.0,1339.0,EAST CARBON,4.0,0.0,4.0,4.0,0.0
UT00413,7,5.0,0.0,COLLEGE OF EASTERN UTAH,1.0,0.0,1.0,1.0,0.0
UT00500,8D,5.0,957.0,DAGGETT,17.0,14.0,31.0,10.0,21.0
UT00600,9C,5.0,22253.0,DAVIS,167.0,61.0,228.0,183.0,45.0
UT00601,4,5.0,42561.0,BOUNTIFUL,32.0,13.0,45.0,34.0,11.0
UT00602,4,5.0,28145.0,CLEARFIELD,30.0,17.0,47.0,33.0,14.0
UT00603,3,5.0,63269.0,LAYTON,76.0,24.0,100.0,74.0,26.0
UT00604,5,5.0,15165.0,CENTERVILLE,17.0,3.0,20.0,17.0,3.0
UT00605,5,5.0,14350.0,FARMINGTON,11.0,3.0,14.0,12.0,2.0
UT00606,5,5.0,22482.0,KAYSVILLE,18.0,2.0,20.0,18.0,2.0
UT00607,6,5.0,9877.0,NORTH SALT LAKE,12.0,3.0,15.0,13.0,2.0
UT00608,6,5.0,5169.0,SUNSET,8.0,1.0,9.0,8.0,1.0
UT00609,6,5.0,4915.0,WEST BOUNTIFUL,8.0,2.0,10.0,9.0,1.0
UT00610,6,5.0,8124.0,WOODS CROSS,11.0,2.0,13.0,11.0,2.0
UT00611,5,5.0,17002.0,CLINTON,15.0,3.0,18.0,15.0,3.0
UT00612,5,5.0,16703.0,SYRACUSE,14.0,2.0,16.0,14.0,2.0
UT00613,7,5.0,0.0,EAST LAYTON,2.0,0.0,2.0,2.0,0.0
UT00614,7,5.0,0.0,DAVIS METRO NARCOTICS SF,0.0,0.0,0.0,0.0,0.0
UT00700,8C,5.0,10923.0,DUCHESNE,33.0,19.0,52.0,16.0,36.0
UT00701,7,5.0,1503.0,DUCHESNE,3.0,0.0,3.0,3.0,0.0
UT00702,6,5.0,4587.0,ROOSEVELT,8.0,3.0,11.0,9.0,2.0
UT00800,8C,5.0,11085.0,EMERY,37.0,5.0,42.0,27.0,15.0
UT00900,8D,5.0,4576.0,GARFIELD,25.0,1.0,26.0,6.0,20.0
UT00903,7,5.0,1526.0,PANGUITCH,2.0,0.0,2.0,2.0,0.0
UT01000,8D,5.0,4018.0,GRAND,19.0,13.0,32.0,17.0,15.0
UT01001,6,5.0,4988.0,MOAB,14.0,2.0,16.0,12.0,4.0
UT01100,8C,5.0,11784.0,IRON,59.0,15.0,74.0,27.0,47.0
UT01101,5,5.0,22973.0,CEDAR CITY,33.0,4.0,37.0,31.0,6.0
UT01103,6,5.0,2632.0,PAROWAN,3.0,0.0,3.0,3.0,0.0
UT01104,7,5.0,0.0,SOUTHERN UTAH UNIVERSITY,3.0,1.0,4.0,3.0,1.0
UT01106,7,5.0,119.0,BRIAN HEAD,5.0,0.0,5.0,5.0,0.0
UT01200,9D,5.0,4109.0,JUAB,20.0,4.0,24.0,22.0,2.0
UT01201,6,5.0,5204.0,NEPHI,9.0,2.0,11.0,9.0,2.0
UT01202,7,5.0,815.0,EUREKA,1.0,0.0,1.0,1.0,0.0
UT01300,8D,5.0,2308.0,KANE,18.0,7.0,25.0,17.0,8.0
UT01302,6,5.0,3647.0,KANAB,7.0,0.0,7.0,5.0,2.0
UT01305,7,5.0,431.0,BIG WATER,1.0,0.0,1.0,1.0,0.0
UT01400,8C,5.0,12720.0,MILLARD,44.0,8.0,52.0,23.0,29.0
UT01401,6,5.0,3231.0,DELTA,4.0,1.0,5.0,4.0,1.0
UT01402,7,5.0,2269.0,FILLMORE,0.0,0.0,0.0,0.0,0.0
UT01500,9D,5.0,7871.0,MORGAN,9.0,4.0,13.0,11.0,2.0
UT01501,6,5.0,2841.0,MORGAN,2.0,1.0,3.0,2.0,1.0
UT01600,8D,5.0,1440.0,PIUTE,2.0,0.0,2.0,2.0,0.0
UT01700,8D,5.0,2123.0,RICH,5.0,5.0,10.0,4.0,6.0
UT01800,9A,5.0,253890.0,SALT LAKE,808.0,383.0,1191.0,314.0,877.0
UT01801,4,5.0,27930.0,MIDVALE,40.0,9.0,49.0,44.0,5.0
UT01802,4,5.0,44789.0,MURRAY,72.0,23.0,95.0,72.0,23.0
UT01803,2,5.0,184627.0,SALT LAKE CITY,397.0,167.0,564.0,409.0,155.0
UT01804,5,5.0,22235.0,SOUTH SALT LAKE,49.0,17.0,66.0,53.0,13.0
UT01805,3,5.0,93013.0,SANDY,95.0,46.0,141.0,105.0,36.0
UT01806,3,5.0,92012.0,WEST JORDAN,100.0,28.0,128.0,95.0,33.0
UT01807,7,5.0,0.0,UNIVERSITY OF UTAH,75.0,20.0,95.0,32.0,63.0
UT01812,4,5.0,34156.0,DRAPER,30.0,5.0,35.0,28.0,7.0
UT01817,4,5.0,31134.0,RIVERTON,8.0,1.0,9.0,8.0,1.0
UT01818,4,5.0,38031.0,SOUTH JORDAN,37.0,12.0,49.0,43.0,6.0
UT01819,6,5.0,6292.0,BLUFFDALE,2.0,0.0,2.0,2.0,0.0
UT01821,7,5.0,378.0,ALTA,6.0,2.0,8.0,3.0,5.0
UT01823,7,5.0,0.0,SALT LAKE COMMUNITY COLL,12.0,3.0,15.0,13.0,2.0
UT01824,7,5.0,0.0,DIGNITARY PROTECTION,23.0,5.0,28.0,27.0,1.0
UT01825,2,5.0,116477.0,WEST VALLEY,171.0,52.0,223.0,178.0,45.0
UT01828,7,5.0,0.0,GRANITE SCHOOL DISTRICT,22.0,2.0,24.0,14.0,10.0
UT01839,3,5.0,60140.0,TAYLORSVILLE CITY,47.0,10.0,57.0,49.0,8.0
UT01900,8D,5.0,9353.0,SAN JUAN,30.0,5.0,35.0,27.0,8.0
UT01901,6,5.0,3159.0,BLANDING,6.0,0.0,6.0,5.0,1.0
UT01902,7,5.0,1976.0,MONTICELLO,4.0,0.0,4.0,4.0,0.0
UT02000,8C,5.0,11482.0,SANPETE,19.0,1.0,20.0,19.0,1.0
UT02002,6,5.0,4926.0,EPHRAIM,5.0,0.0,5.0,5.0,0.0
UT02003,7,5.0,1196.0,FAIRVIEW,1.0,0.0,1.0,1.0,0.0
UT02005,6,5.0,2751.0,GUNNISON,2.0,0.0,2.0,2.0,0.0
UT02006,6,5.0,3277.0,MANTI,2.0,0.0,2.0,2.0,0.0
UT02008,7,5.0,1312.0,MORONI,1.0,0.0,1.0,1.0,0.0
UT02009,6,5.0,2779.0,MOUNT PLEASANT,5.0,1.0,6.0,5.0,1.0
UT02100,8C,5.0,10338.0,SEVIER,48.0,15.0,63.0,51.0,12.0
UT02101,6,5.0,7286.0,RICHFIELD,11.0,3.0,14.0,12.0,2.0
UT02107,7,5.0,2487.0,SALINA,6.0,1.0,7.0,6.0,1.0
UT02200,9B,5.0,25350.0,SUMMIT,59.0,32.0,91.0,42.0,49.0
UT02201,7,5.0,1471.0,COALVILLE,0.0,0.0,0.0,0.0,0.0
UT02203,7,5.0,1486.0,KAMAS,2.0,0.0,2.0,2.0,0.0
UT02205,6,5.0,8148.0,PARK CITY,27.0,10.0,37.0,28.0,9.0
UT02300,9C,5.0,12931.0,TOOELE,50.0,17.0,67.0,26.0,41.0
UT02301,4,5.0,28844.0,TOOELE,25.0,7.0,32.0,28.0,4.0
UT02302,6,5.0,7316.0,GRANTSVILLE,9.0,2.0,11.0,9.0,2.0
UT02303,7,5.0,1680.0,WENDOVER,3.0,2.0,5.0,4.0,1.0
UT02305,7,5.0,592.0,STOCKTON,1.0,0.0,1.0,1.0,0.0
UT02400,8C,5.0,17870.0,UINTAH,33.0,12.0,45.0,36.0,9.0
UT02401,6,5.0,8207.0,VERNAL,17.0,4.0,21.0,17.0,4.0
UT02403,7,5.0,1493.0,NAPLES,3.0,2.0,5.0,4.0,1.0
UT025UN,7,5.0,0.0,BRIGHAM YOUNG UNIVERSITY,31.0,4.0,35.0,24.0,11.0
UT02500,9B,5.0,34704.0,UTAH,203.0,102.0,305.0,217.0,88.0
UT02501,5,5.0,23142.0,AMERICAN FORK,30.0,8.0,38.0,33.0,5.0
UT02502,4,5.0,26530.0,LEHI,26.0,4.0,30.0,27.0,3.0
UT02503,3,5.0,91607.0,OREM,88.0,30.0,118.0,86.0,32.0
UT02504,5,5.0,15032.0,PAYSON,18.0,1.0,19.0,17.0,2.0
UT02505,4,5.0,36805.0,PLEASANT GROVE/LINDON,31.0,7.0,38.0,31.0,7.0
UT02506,2,5.0,102983.0,PROVO,93.0,50.0,143.0,91.0,52.0
UT02507,5,5.0,23609.0,SPANISH FORK,24.0,2.0,26.0,24.0,2.0
UT02508,5,5.0,22232.0,SPRINGVILLE,25.0,7.0,32.0,24.0,8.0
UT02509,5,5.0,20910.0,ALPINE/HIGHLAND,15.0,2.0,17.0,16.0,1.0
UT02510,6,5.0,5001.0,SALEM,7.0,0.0,7.0,7.0,0.0
UT02511,6,5.0,7209.0,SANTAQUIN/GENOLA,7.0,0.0,7.0,7.0,0.0
UT02512,7,5.0,0.0,BRIGHAM YOUNG UNIVERSITY,30.0,10.0,40.0,29.0,11.0
UT02513,6,5.0,8775.0,LINDON,6.0,0.0,6.0,5.0,1.0
UT02514,6,5.0,6336.0,MAPLETON,6.0,1.0,7.0,6.0,1.0
UT02516,7,5.0,1198.0,GEN0LA,1.0,0.0,1.0,1.0,0.0
UT02519,7,5.0,0.0,UTAH VALLEY STATE COLLEG,7.0,2.0,9.0,7.0,2.0
UT02520,9D,5.0,0.0,UT CO MAJOR CRIME TASK F,0.0,0.0,0.0,0.0,0.0
UT02600,8D,5.0,9654.0,WASATCH,25.0,16.0,41.0,19.0,22.0
UT02601,6,5.0,9097.0,HEBER,16.0,1.0,17.0,13.0,4.0
UT02602,6,5.0,2614.0,MIDWAY,1.0,0.0,1.0,1.0,0.0
UT02603,7,5.0,0.0,SOLDIER SUMMIT,0.0,0.0,0.0,0.0,0.0
UT02700,9B,5.0,35092.0,WASHINGTON,123.0,41.0,164.0,125.0,39.0
UT02701,3,5.0,61795.0,ST. GEORGE,91.0,23.0,114.0,87.0,27.0
UT02703,5,5.0,10077.0,HURRICANE,15.0,4.0,19.0,15.0,4.0
UT02707,6,5.0,3976.0,LA VERKIN,4.0,0.0,4.0,4.0,0.0
UT02708,7,5.0,643.0,LEEDS,0.0,0.0,0.0,0.0,0.0
UT02710,5,5.0,11909.0,WASHINGTON,4.0,1.0,5.0,4.0,1.0
UT02712,7,5.0,2047.0,HILDALE,5.0,1.0,6.0,5.0,1.0
UT02800,8D,5.0,2578.0,WAYNE,4.0,1.0,5.0,5.0,0.0
UT02900,9B,5.0,46130.0,WEBER,253.0,119.0,372.0,120.0,252.0
UT02901,3,5.0,81166.0,OGDEN,129.0,30.0,159.0,132.0,27.0
UT02902,4,5.0,36498.0,ROY,38.0,7.0,45.0,39.0,6.0
UT02903,5,5.0,15640.0,SOUTH OGDEN,24.0,4.0,28.0,24.0,4.0
UT02904,6,5.0,8678.0,WASHINGTON TERRACE,12.0,4.0,16.0,13.0,3.0
UT02905,5,5.0,16878.0,NORTH OGDEN,18.0,2.0,20.0,17.0,3.0
UT02906,6,5.0,8162.0,RIVERDALE,18.0,6.0,24.0,20.0,4.0
