ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
MO09563,6,5.0,3054.0,RIVERVIEW,10.0,0.0,10.0,10.0,0.0
MO09564,6,5.0,4755.0,ROCK HILL,8.0,1.0,9.0,8.0,1.0
MO09565,5,5.0,13340.0,ST. ANN,44.0,7.0,51.0,38.0,13.0
MO09566,7,5.0,1261.0,ST. GEORGE,4.0,0.0,4.0,4.0,0.0
MO09567,6,5.0,6688.0,ST. JOHN,22.0,3.0,25.0,23.0,2.0
MO09568,9D,5.0,0.0,ST. LOUIS,0.0,0.0,0.0,0.0,0.0
MO09569,6,5.0,6510.0,SHREWSBURY,16.0,4.0,20.0,18.0,2.0
MO09570,6,5.0,8444.0,SUNSET HILLS,22.0,9.0,31.0,24.0,7.0
MO09571,7,5.0,0.0,TIMES BEACH,5.0,1.0,6.0,5.0,1.0
MO09572,5,5.0,10937.0,TOWN AND COUNTRY,36.0,5.0,41.0,34.0,7.0
MO09573,4,5.0,37791.0,UNIVERSITY CITY,67.0,31.0,98.0,77.0,21.0
MO09574,6,5.0,6460.0,VALLEY PARK,13.0,0.0,13.0,12.0,1.0
MO09575,7,5.0,1572.0,VELDA CITY,8.0,4.0,12.0,9.0,3.0
MO09576,7,5.0,1080.0,VELDA VILLAGE HILLS,1.0,0.0,1.0,1.0,0.0
MO09577,7,5.0,1873.0,VINITA PARK,12.0,1.0,13.0,12.0,1.0
MO09579,7,5.0,1933.0,WARSON WOODS,7.0,1.0,8.0,7.0,1.0
MO09580,5,5.0,23259.0,WEBSTER GROVES,36.0,10.0,46.0,43.0,3.0
MO09581,7,5.0,2397.0,WELLSTON,16.0,4.0,20.0,16.0,4.0
MO09583,7,5.0,1615.0,WINCHESTER,1.0,0.0,1.0,1.0,0.0
MO09584,6,5.0,4171.0,WOODSON TERRACE,17.0,3.0,20.0,17.0,3.0
MO09585,7,5.0,587.0,BEVERLY HILLS,2.0,3.0,5.0,2.0,3.0
MO0959A,4,5.0,47484.0,CHESTERFIELD,72.0,19.0,91.0,81.0,10.0
MO09590,7,5.0,296.0,WESTWOOD,0.0,0.0,0.0,0.0,0.0
MO09591,7,5.0,456.0,UPLANDS PARK,8.0,2.0,10.0,9.0,1.0
MO09592,7,5.0,261.0,BELLERIVE,0.0,0.0,0.0,0.0,0.0
MO09597,7,5.0,1601.0,OAKLAND,10.0,3.0,13.0,10.0,3.0
MO09700,8C,5.0,13522.0,STE. GENEVIEVE,41.0,14.0,55.0,42.0,13.0
MO09701,6,5.0,4505.0,STE. GENEVIEVE,10.0,0.0,10.0,9.0,1.0
MO09702,7,5.0,382.0,ST. MARYS,1.0,0.0,1.0,1.0,0.0
MO09800,8D,5.0,7249.0,SALINE,18.0,13.0,31.0,18.0,13.0
MO09801,5,5.0,12199.0,MARSHALL,25.0,10.0,35.0,23.0,12.0
MO09802,7,5.0,1973.0,SLATER,5.0,2.0,7.0,3.0,4.0
MO09803,7,5.0,1565.0,SWEET SPRINGS,3.0,0.0,3.0,3.0,0.0
MO09805,7,5.0,279.0,BLACKBURN,0.0,0.0,0.0,0.0,0.0
MO09900,8D,5.0,4383.0,SCHUYLER,5.0,3.0,8.0,3.0,5.0
MO10000,8D,5.0,2936.0,SCOTLAND,4.0,2.0,6.0,2.0,4.0
MO10001,7,5.0,2010.0,MEMPHIS,3.0,1.0,4.0,4.0,0.0
MO10100,8C,5.0,14923.0,SCOTT,30.0,9.0,39.0,22.0,17.0
MO10101,6,5.0,3015.0,CHAFFEE,8.0,2.0,10.0,6.0,4.0
MO10104,7,5.0,1259.0,ORAN,2.0,0.0,2.0,2.0,0.0
MO10105,6,5.0,4600.0,SCOTT CITY,11.0,5.0,16.0,11.0,5.0
MO10106,5,5.0,17192.0,SIKESTON,66.0,15.0,81.0,69.0,12.0
MO10109,7,5.0,1248.0,MINER,10.0,2.0,12.0,7.0,5.0
MO10200,8D,5.0,5876.0,SHANNON,4.0,2.0,6.0,2.0,4.0
MO10201,7,5.0,624.0,BIRCH TREE,1.0,0.0,1.0,1.0,0.0
MO10202,7,5.0,1325.0,WINONA,3.0,1.0,4.0,4.0,0.0
MO10203,7,5.0,552.0,EMINENCE,1.0,0.0,1.0,1.0,0.0
MO10300,8D,5.0,4868.0,SHELBY,5.0,4.0,9.0,4.0,5.0
MO10302,7,5.0,910.0,CLARENCE,0.0,0.0,0.0,0.0,0.0
MO10304,7,5.0,1894.0,SHELBINA,4.0,0.0,4.0,4.0,0.0
MO10305,7,5.0,684.0,SHELBYVILLE,0.0,0.0,0.0,0.0,0.0
MO10400,8C,5.0,16281.0,STODDARD,15.0,3.0,18.0,9.0,9.0
MO10401,7,5.0,1230.0,ADVANCE,3.0,0.0,3.0,3.0,0.0
MO10402,7,5.0,1824.0,BERNIE,5.0,5.0,10.0,5.0,5.0
MO10403,7,5.0,1910.0,BLOOMFIELD,3.0,0.0,3.0,3.0,0.0
MO10404,6,5.0,7607.0,DEXTER,18.0,4.0,22.0,16.0,6.0
MO10405,7,5.0,1157.0,PUXICO,1.0,1.0,2.0,2.0,0.0
MO10500,8C,5.0,24547.0,STONE,43.0,9.0,52.0,41.0,11.0
MO10501,7,5.0,1472.0,CRANE,3.0,1.0,4.0,4.0,0.0
MO10502,7,5.0,536.0,GALENA,0.0,0.0,0.0,0.0,0.0
MO10503,7,5.0,653.0,REEDS SPRING,2.0,0.0,2.0,2.0,0.0
MO10504,7,5.0,162.0,HURLEY,0.0,0.0,0.0,0.0,0.0
MO10505,7,5.0,2477.0,KIMBERLING CITY,7.0,2.0,9.0,6.0,3.0
MO10506,7,5.0,491.0,BRANSON WEST,5.0,1.0,6.0,6.0,0.0
MO10507,7,5.0,626.0,INDIAN POINT,1.0,0.0,1.0,1.0,0.0
MO10600,8D,5.0,5115.0,SULLIVAN,5.0,1.0,6.0,5.0,1.0
MO10601,7,5.0,1878.0,MILAN,3.0,1.0,4.0,4.0,0.0
MO10700,8B,5.0,28684.0,TANEY,50.0,17.0,67.0,35.0,32.0
MO10701,6,5.0,6365.0,BRANSON,39.0,14.0,53.0,39.0,14.0
MO10702,7,5.0,1685.0,FORSYTH,6.0,1.0,7.0,6.0,1.0
MO10703,6,5.0,3800.0,HOLLISTER,11.0,3.0,14.0,9.0,5.0
MO10704,7,5.0,598.0,ROCKAWAY BEACH,2.0,0.0,2.0,2.0,0.0
MO10706,7,5.0,1140.0,MERRIAM WOODS,1.0,0.0,1.0,1.0,0.0
MO10800,8C,5.0,17158.0,TEXAS,8.0,4.0,12.0,6.0,6.0
MO10801,7,5.0,2148.0,CABOOL,9.0,1.0,10.0,6.0,4.0
MO10802,7,5.0,2011.0,HOUSTON,5.0,0.0,5.0,5.0,0.0
MO10803,6,5.0,2742.0,LICKING,4.0,0.0,4.0,4.0,0.0
MO10805,7,5.0,553.0,SUMMERSVILLE,1.0,0.0,1.0,1.0,0.0
MO10900,8C,5.0,12044.0,VERNON,14.0,6.0,20.0,11.0,9.0
MO10901,6,5.0,8501.0,NEVADA,25.0,10.0,35.0,23.0,12.0
MO10902,7,5.0,534.0,SHELDON,0.0,0.0,0.0,0.0,0.0
MO11000,9C,5.0,18108.0,WARREN,44.0,8.0,52.0,31.0,21.0
MO11001,7,5.0,866.0,MARTHASVILLE,1.0,0.0,1.0,1.0,0.0
MO11002,7,5.0,477.0,TRUESDALE,2.0,0.0,2.0,1.0,1.0
MO11003,6,5.0,6331.0,WARRENTON,14.0,5.0,19.0,16.0,3.0
MO11004,7,5.0,2212.0,WRIGHT CITY,8.0,1.0,9.0,8.0,1.0
MO11100,9C,5.0,21432.0,WASHINGTON,18.0,15.0,33.0,18.0,15.0
MO11102,7,5.0,446.0,IRONDALE,0.0,0.0,0.0,0.0,0.0
MO11103,6,5.0,2713.0,POTOSI,12.0,2.0,14.0,12.0,2.0
MO11200,8C,5.0,11234.0,WAYNE,5.0,4.0,9.0,5.0,4.0
MO11201,7,5.0,1982.0,PIEDMONT,6.0,0.0,6.0,6.0,0.0
MO11300,9C,5.0,23069.0,WEBSTER,17.0,10.0,27.0,17.0,10.0
MO11301,6,5.0,6605.0,MARSHFIELD,9.0,1.0,10.0,10.0,0.0
MO11302,7,5.0,1936.0,SEYMOUR,6.0,0.0,6.0,6.0,0.0
MO11304,7,5.0,740.0,FORDLAND,0.0,0.0,0.0,0.0,0.0
MO11306,7,5.0,2099.0,ROGERSVILLE,5.0,1.0,6.0,6.0,0.0
MO11400,8D,5.0,2312.0,WORTH,3.0,0.0,3.0,2.0,1.0
MO11500,8C,5.0,11909.0,WRIGHT,9.0,4.0,13.0,5.0,8.0
MO11501,7,5.0,605.0,HARTVILLE,1.0,1.0,2.0,2.0,0.0
MO11502,7,5.0,1345.0,MANSFIELD,4.0,0.0,4.0,4.0,0.0
MO11503,6,5.0,4591.0,MOUNTAIN GROVE,12.0,2.0,14.0,9.0,5.0
MO11504,7,5.0,574.0,NORWOOD,0.0,0.0,0.0,0.0,0.0
MTMHP00,8D,5.0,0.0,MONTANA HIGHWAY PATROL,197.0,50.0,247.0,192.0,55.0
MT00100,8D,5.0,4881.0,BEAVERHEAD,7.0,0.0,7.0,7.0,0.0
MT00101,6,5.0,4048.0,DILLON,6.0,1.0,7.0,6.0,1.0
MT00200,8C,5.0,13129.0,BIG HORN,13.0,14.0,27.0,11.0,16.0
MT00201,6,5.0,3516.0,HARDIN,0.0,0.0,0.0,0.0,0.0
MT00300,8D,5.0,5404.0,BLAINE,10.0,5.0,15.0,10.0,5.0
MT00301,7,5.0,1327.0,CHINOOK,4.0,0.0,4.0,4.0,0.0
MT00302,7,5.0,824.0,HARLEM,6.0,0.0,6.0,2.0,4.0
MT00400,8D,5.0,4573.0,BROADWATER,8.0,1.0,9.0,8.0,1.0
MT00500,9D,5.0,6152.0,CARBON,10.0,5.0,15.0,8.0,7.0
MT00501,7,5.0,2350.0,RED LODGE,6.0,0.0,6.0,6.0,0.0
MT00502,7,5.0,757.0,BRIDGER,2.0,0.0,2.0,2.0,0.0
MT00504,7,5.0,589.0,JOLIET,2.0,0.0,2.0,2.0,0.0
MT00600,8D,5.0,1337.0,CARTER,3.0,0.0,3.0,3.0,0.0
MT00601,7,5.0,403.0,EKALAKA,0.0,0.0,0.0,0.0,0.0
MT00700,9C,5.0,23568.0,CASCADE,85.0,34.0,119.0,31.0,88.0
MT00701,3,5.0,57040.0,GREAT FALLS,85.0,28.0,113.0,77.0,36.0
MT00702,7,5.0,623.0,BELT,1.0,0.0,1.0,1.0,0.0
MT00800,8D,5.0,4108.0,CHOUTEAU,10.0,6.0,16.0,9.0,7.0
MT00801,7,5.0,1520.0,FORT BENTON,3.0,1.0,4.0,3.0,1.0
MT00900,8D,5.0,3169.0,CUSTER,13.0,1.0,14.0,6.0,8.0
MT00901,6,5.0,8394.0,MILES CITY,10.0,8.0,18.0,12.0,6.0
MT01000,8D,5.0,1862.0,DANIELS,5.0,7.0,12.0,3.0,9.0
MT01001,7,5.0,1004.0,SCOBEY,2.0,0.0,2.0,2.0,0.0
MT01100,8D,5.0,4015.0,DAWSON,37.0,15.0,52.0,5.0,47.0
MT01101,6,5.0,4702.0,GLENDIVE,10.0,5.0,15.0,9.0,6.0
MT01200,8D,5.0,9174.0,DEER LODGE,14.0,8.0,22.0,15.0,7.0
MT01201,6,5.0,9174.0,ANACONDA,18.0,3.0,21.0,17.0,4.0
MT01300,8D,5.0,1120.0,FALLON,2.0,2.0,4.0,2.0,2.0
MT01301,7,5.0,1680.0,BAKER,3.0,0.0,3.0,3.0,0.0
MT01400,8D,5.0,5475.0,FERGUS,14.0,6.0,20.0,8.0,12.0
MT01401,6,5.0,6174.0,LEWISTOWN,14.0,9.0,23.0,14.0,9.0
MT01500,8B,5.0,54014.0,FLATHEAD,76.0,36.0,112.0,50.0,62.0
MT01501,6,5.0,4220.0,COLUMBIA FALLS,9.0,6.0,15.0,9.0,6.0
MT01502,6,5.0,6209.0,WHITEFISH,16.0,3.0,19.0,15.0,4.0
MT01503,5,5.0,17546.0,KALISPELL,34.0,11.0,45.0,34.0,11.0
MT01600,8B,5.0,31885.0,GALLATIN,59.0,23.0,82.0,45.0,37.0
MT01601,4,5.0,32722.0,BOZEMAN,40.0,12.0,52.0,46.0,6.0
MT01602,6,5.0,7113.0,BELGRADE,13.0,3.0,16.0,12.0,4.0
MT01603,7,5.0,1892.0,THREE FORKS,3.0,1.0,4.0,3.0,1.0
MT01604,7,5.0,1246.0,WEST YELLOWSTONE,6.0,4.0,10.0,5.0,5.0
MT01605,7,5.0,1498.0,MANHATTAN,3.0,0.0,3.0,3.0,0.0
MT01606,7,5.0,0.0,MONTANA STATE UNIVERSITY,16.0,13.0,29.0,14.0,15.0
MT01700,8D,5.0,1230.0,GARFIELD,3.0,1.0,4.0,3.0,1.0
MT01800,8C,5.0,10451.0,GLACIER,13.0,6.0,19.0,12.0,7.0
MT01802,6,5.0,3185.0,CUT BANK,7.0,2.0,9.0,7.0,2.0
MT01900,8D,5.0,1128.0,GOLDEN VALLEY,2.0,0.0,2.0,2.0,0.0
MT02000,8D,5.0,2880.0,GRANITE,5.0,5.0,10.0,5.0,5.0
MT02100,8D,5.0,6982.0,HILL,18.0,10.0,28.0,12.0,16.0
MT02101,6,5.0,9550.0,HAVRE,17.0,10.0,27.0,18.0,9.0
MT02200,8D,5.0,8404.0,JEFFERSON,17.0,3.0,20.0,10.0,10.0
MT02201,7,5.0,1411.0,BOULDER,2.0,0.0,2.0,2.0,0.0
MT02202,7,5.0,1145.0,WHITEHALL,2.0,1.0,3.0,2.0,1.0
MT02300,8D,5.0,2212.0,JUDITH BASIN,4.0,1.0,5.0,4.0,1.0
MT02400,8C,5.0,20671.0,LAKE,36.0,14.0,50.0,21.0,29.0
MT02401,6,5.0,4725.0,POLSON,10.0,2.0,12.0,10.0,2.0
MT02402,7,5.0,1968.0,RONAN CITY,4.0,1.0,5.0,4.0,1.0
MT02403,7,5.0,820.0,ST. IGNATIUS,2.0,0.0,2.0,2.0,0.0
MT02405,6,5.0,6454.0,FLATHEAD TRIBAL,21.0,7.0,28.0,17.0,11.0
MT02500,8B,5.0,29256.0,LEWIS AND CLARK,53.0,18.0,71.0,40.0,31.0
MT02501,4,5.0,27454.0,HELENA,50.0,18.0,68.0,46.0,22.0
MT02502,7,5.0,1813.0,EAST HELENA,4.0,0.0,4.0,4.0,0.0
MT02505,7,5.0,0.0,GAMBLING INVSTGTNS BUREA,17.0,3.0,20.0,17.0,3.0
MT02600,8D,5.0,2039.0,LIBERTY,4.0,4.0,8.0,4.0,4.0
MT02700,8C,5.0,14586.0,LINCOLN,19.0,9.0,28.0,19.0,9.0
MT02701,6,5.0,2678.0,LIBBY,5.0,0.0,5.0,5.0,0.0
MT02702,7,5.0,1033.0,EUREKA,2.0,1.0,3.0,3.0,0.0
MT02703,7,5.0,985.0,TROY,3.0,0.0,3.0,3.0,0.0
MT02800,8D,5.0,1792.0,MCCONE,4.0,7.0,11.0,4.0,7.0
MT02900,8D,5.0,6219.0,MADISON,8.0,5.0,13.0,8.0,5.0
MT02901,7,5.0,927.0,ENNIS,1.0,0.0,1.0,1.0,0.0
MT03000,8D,5.0,1996.0,MEAGHER,5.0,7.0,12.0,4.0,8.0
MT03100,8D,5.0,3916.0,MINERAL,8.0,5.0,13.0,7.0,6.0
MT03200,9B,5.0,37582.0,MISSOULA,124.0,46.0,170.0,49.0,121.0
MT03201,3,5.0,62377.0,MISSOULA,90.0,25.0,115.0,96.0,19.0
MT03203,7,5.0,0.0,UNIVERSITY OF MONTANA,13.0,6.0,19.0,13.0,6.0
MT03300,8D,5.0,4558.0,MUSSELSHELL,6.0,1.0,7.0,7.0,0.0
MT03301,7,5.0,1951.0,ROUNDUP,6.0,4.0,10.0,6.0,4.0
MT03400,8D,5.0,8812.0,PARK,13.0,1.0,14.0,13.0,1.0
MT03401,6,5.0,7129.0,LIVINGSTON,12.0,1.0,13.0,13.0,0.0
MT03500,8D,5.0,497.0,PETROLEUM,1.0,0.0,1.0,1.0,0.0
MT03600,8D,5.0,4241.0,PHILLIPS,6.0,7.0,13.0,6.0,7.0
MT03601,7,5.0,1958.0,MALTA,2.0,4.0,6.0,2.0,4.0
MT03700,8D,5.0,3543.0,PONDERA,9.0,7.0,16.0,9.0,7.0
MT03701,6,5.0,2663.0,CONRAD,5.0,0.0,5.0,5.0,0.0
MT03702,7,5.0,484.0,VALIER,2.0,0.0,2.0,2.0,0.0
MT03800,8D,5.0,1802.0,POWDER RIVER,3.0,7.0,10.0,3.0,7.0
MT03900,8D,5.0,6938.0,POWELL,12.0,4.0,16.0,9.0,7.0
MT03901,6,5.0,3271.0,DEER LODGE,5.0,0.0,5.0,5.0,0.0
MT04000,8D,5.0,1158.0,PRAIRIE,4.0,0.0,4.0,3.0,1.0
MT04100,8B,5.0,32683.0,RAVALLI,43.0,16.0,59.0,29.0,30.0
MT04101,6,5.0,4384.0,HAMILTON,14.0,2.0,16.0,14.0,2.0
MT04102,7,5.0,1846.0,STEVENSVILLE,2.0,1.0,3.0,3.0,0.0
MT04104,7,5.0,837.0,PINESDALE,3.0,0.0,3.0,3.0,0.0
MT04200,8D,5.0,4676.0,RICHLAND,8.0,5.0,13.0,7.0,6.0
MT04201,6,5.0,4523.0,SIDNEY,8.0,2.0,10.0,9.0,1.0
MT04300,8D,5.0,6899.0,ROOSEVELT,21.0,8.0,29.0,11.0,18.0
MT04301,7,5.0,922.0,POPLAR,4.0,1.0,5.0,4.0,1.0
MT04302,6,5.0,2692.0,WOLF POINT,6.0,1.0,7.0,6.0,1.0
MT04303,7,5.0,734.0,CULBERTSON,0.0,0.0,0.0,0.0,0.0
MT04305,7,5.0,248.0,BROCKTON,1.0,0.0,1.0,1.0,0.0
MT04400,8D,5.0,6981.0,ROSEBUD,16.0,11.0,27.0,14.0,13.0
MT04403,7,5.0,2377.0,COLSTRIP,5.0,8.0,13.0,6.0,7.0
MT04500,8D,5.0,7843.0,SANDERS,12.0,5.0,17.0,10.0,7.0
MT04502,7,5.0,565.0,HOT SPRINGS,1.0,0.0,1.0,1.0,0.0
MT04503,7,5.0,1392.0,THOMPSON FALLS,4.0,0.0,4.0,4.0,0.0
MT04504,7,5.0,1249.0,PLAINS,3.0,0.0,3.0,3.0,0.0
MT04600,8D,5.0,1810.0,SHERIDAN,4.0,3.0,7.0,5.0,2.0
MT04601,7,5.0,1844.0,PLENTYWOOD,3.0,2.0,5.0,4.0,1.0
MT04700,8B,5.0,33407.0,SILVER BOW,61.0,25.0,86.0,36.0,50.0
MT04701,4,5.0,33407.0,BUTTE-SILVER BOW,51.0,14.0,65.0,40.0,25.0
MT04800,8D,5.0,6571.0,STILLWATER,10.0,4.0,14.0,7.0,7.0
MT04801,7,5.0,1900.0,COLUMBUS,3.0,2.0,5.0,4.0,1.0
MT04900,8D,5.0,3734.0,SWEET GRASS,5.0,5.0,10.0,5.0,5.0
MT05000,8D,5.0,6343.0,TETON,11.0,3.0,14.0,9.0,5.0
MT05001,7,5.0,1775.0,CHOTEAU,3.0,0.0,3.0,3.0,0.0
MT05100,8D,5.0,5142.0,TOOLE,12.0,7.0,19.0,12.0,7.0
MT05101,6,5.0,3335.0,SHELBY,13.0,6.0,19.0,12.0,7.0
MT05200,8D,5.0,752.0,TREASURE,2.0,0.0,2.0,2.0,0.0
MT05300,8D,5.0,4226.0,VALLEY,10.0,6.0,16.0,7.0,9.0
MT05301,6,5.0,3113.0,GLASGOW,6.0,2.0,8.0,7.0,1.0
MT05302,7,5.0,234.0,FORT PECK,1.0,0.0,1.0,1.0,0.0
MT05400,8D,5.0,2088.0,WHEATLAND,6.0,6.0,12.0,5.0,7.0
MT05500,8D,5.0,980.0,WIBAUX,2.0,1.0,3.0,3.0,0.0
MT05501,7,5.0,522.0,WIBAUX,1.0,0.0,1.0,1.0,0.0
MT05600,9B,5.0,31697.0,YELLOWSTONE,101.0,97.0,198.0,53.0,145.0
MT05601,3,5.0,97898.0,BILLINGS,113.0,32.0,145.0,124.0,21.0
MT05602,6,5.0,6399.0,LAUREL,10.0,9.0,19.0,12.0,7.0
NBNSP00,8D,5.0,0.0,NEBRASKA STATE PATROL,524.0,153.0,677.0,478.0,199.0
NBNSP01,8D,5.0,0.0,ST PTRL: ADAMS COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP02,8D,5.0,0.0,ST PTRL: ANTELOPE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP03,8D,5.0,0.0,ST PTRL: ARTHUR COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP04,8D,5.0,0.0,ST PTRL: BANNER COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP05,8D,5.0,0.0,ST PTRL: BLAINE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP06,8D,5.0,0.0,ST PTRL: BOONE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP07,8D,5.0,0.0,ST PTRL: BOX BUTTE CNTY,0.0,0.0,0.0,0.0,0.0
NBNSP08,8D,5.0,0.0,ST PTRL: BOYD COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP09,8D,5.0,0.0,ST PTRL: BROWN COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP10,8D,5.0,0.0,ST PTRL: BUFFALO COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP11,8D,5.0,0.0,ST PTRL: BURT COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP12,8D,5.0,0.0,ST PTRL: BUTLER COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP13,9D,5.0,0.0,ST PTRL: CASS COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP14,8D,5.0,0.0,ST PTRL: CEDAR COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP15,8D,5.0,0.0,ST PTRL: CHASE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP16,8D,5.0,0.0,ST PTRL: CHERRY COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP17,8D,5.0,0.0,ST PTRL: CHEYENNE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP18,8D,5.0,0.0,ST PTRL: CLAY COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP19,8D,5.0,0.0,ST PTRL: COLFAX COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP20,8D,5.0,0.0,ST PTRL: CUMING COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP21,8D,5.0,0.0,ST PTRL: CUSTER COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP22,9D,5.0,0.0,ST PTRL: DAKOTA COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP23,8D,5.0,0.0,ST PTRL: DAWES COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP24,8D,5.0,0.0,ST PTRL: DAWSON COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP25,8D,5.0,0.0,ST PTRL: DEUEL COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP26,9D,5.0,0.0,ST PTRL: DIXON COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP27,8D,5.0,0.0,ST PTRL: DODGE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP28,9D,5.0,0.0,ST PTRL: DOUGLAS COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP29,8D,5.0,0.0,ST PTRL: DUNDY COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP30,8D,5.0,0.0,ST PTRL: FILLMORE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP31,8D,5.0,0.0,ST PTRL: FRANKLIN COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP32,8D,5.0,0.0,ST PTRL: FRONTIER COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP33,8D,5.0,0.0,ST PTRL: FURNAS COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP34,8D,5.0,0.0,ST PTRL: GAGE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP35,8D,5.0,0.0,ST PTRL: GARDEN COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP36,8D,5.0,0.0,ST PTRL: GARFIELD COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP37,8D,5.0,0.0,ST PTRL: GOSPER COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP38,8D,5.0,0.0,ST PTRL: GRANT COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP39,8D,5.0,0.0,ST PTRL: GREELEY COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP40,8D,5.0,0.0,ST PTRL: HALL COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP41,8D,5.0,0.0,ST PTRL: HAMILTON COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP42,8D,5.0,0.0,ST PTRL: HARLAN COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP43,8D,5.0,0.0,ST PTRL: HAYES COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP44,8D,5.0,0.0,ST PTRL: HITCHCOCK CNTY,0.0,0.0,0.0,0.0,0.0
NBNSP45,8D,5.0,0.0,ST PTRL: HOLT COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP46,8D,5.0,0.0,ST PTRL: HOOKER COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP47,8D,5.0,0.0,ST PTRL: HOWARD COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP48,8D,5.0,0.0,ST PTRL: JEFFERSON CNTY,0.0,0.0,0.0,0.0,0.0
NBNSP49,8D,5.0,0.0,ST PTRL: JOHNSON COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP50,8D,5.0,0.0,ST PTRL: KEARNEY COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP51,8D,5.0,0.0,ST PTRL: KEITH COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP52,8D,5.0,0.0,ST PTRL: KEYA PAHA CNTY,0.0,0.0,0.0,0.0,0.0
NBNSP53,8D,5.0,0.0,ST PTRL: KIMBALL COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP54,8D,5.0,0.0,ST PTRL: KNOX COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP55,9D,5.0,0.0,ST PTRL: LANCASTER CNTY,0.0,0.0,0.0,0.0,0.0
NBNSP56,8D,5.0,0.0,ST PTRL: LINCOLN COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP57,8D,5.0,0.0,ST PTRL: LOGAN COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP58,8D,5.0,0.0,ST PTRL: LOUP COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP59,8D,5.0,0.0,ST PTRL: MCPHERSON CNTY,0.0,0.0,0.0,0.0,0.0
NBNSP60,8D,5.0,0.0,ST PTRL: MADISON COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP61,8D,5.0,0.0,ST PTRL: MERRICK COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP62,8D,5.0,0.0,ST PTRL: MORRILL COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP63,8D,5.0,0.0,ST PTRL: NANCE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP64,8D,5.0,0.0,ST PTRL: NEMAHA COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP65,8D,5.0,0.0,ST PTRL: NUCKOLLS COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP66,8D,5.0,0.0,ST PTRL: OTOE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP67,8D,5.0,0.0,ST PTRL: PAWNEE COUNTY,0.0,0.0,0.0,0.0,0.0
NBNSP68,8D,5.0,0.0,ST PTRL: PERKINS COUNTY,0.0,0.0,0.0,0.0,0.0
