ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
AL04901,6,4.0,6567.0,HAMILTON,10.0,2.0,12.0,11.0,1.0
AL04902,6,4.0,4652.0,WINFIELD,10.0,1.0,11.0,10.0,1.0
AL04903,7,4.0,2273.0,GUIN,5.0,0.0,5.0,5.0,0.0
AL04904,7,4.0,1482.0,HACKLEBURG,4.0,0.0,4.0,4.0,0.0
AL04905,7,4.0,735.0,BRILLIANT,2.0,0.0,2.0,2.0,0.0
AL04906,7,4.0,0.0,WESTON,0.0,0.0,0.0,0.0,0.0
AL04907,7,4.0,1022.0,BEAR CREEK,1.0,0.0,1.0,1.0,0.0
AL05000,8B,4.0,43663.0,MARSHALL,63.0,17.0,80.0,35.0,45.0
AL05001,5,4.0,18008.0,ALBERTVILLE,48.0,10.0,58.0,39.0,19.0
AL05002,6,4.0,7582.0,GUNTERSVILLE,35.0,6.0,41.0,31.0,10.0
AL05003,6,4.0,7353.0,ARAB,25.0,9.0,34.0,25.0,9.0
AL05004,6,4.0,7678.0,BOAZ,27.0,5.0,32.0,22.0,10.0
AL05005,7,4.0,672.0,GRANT,3.0,0.0,3.0,3.0,0.0
AL05008,8E,4.0,0.0,MARSHALL CTY DRUG ENFORC,0.0,0.0,0.0,0.0,0.0
AL05100,8C,4.0,15235.0,MONROE,30.0,19.0,49.0,24.0,25.0
AL05101,6,4.0,6792.0,MONROEVILLE,20.0,4.0,24.0,20.0,4.0
AL05102,7,4.0,1417.0,FRISCO CITY,2.0,0.0,2.0,2.0,0.0
AL05103,7,4.0,407.0,BEATRICE,0.0,0.0,0.0,0.0,0.0
AL05104,7,4.0,583.0,EXCEL,1.0,0.0,1.0,1.0,0.0
AL05200,9B,4.0,40995.0,MORGAN,94.0,35.0,129.0,47.0,82.0
AL05201,3,4.0,54594.0,DECATUR,128.0,18.0,146.0,124.0,22.0
AL05202,5,4.0,12639.0,HARTSELLE,29.0,8.0,37.0,29.0,8.0
AL05204,7,4.0,1176.0,FALKVILLE,4.0,0.0,4.0,4.0,0.0
AL05205,7,4.0,0.0,FLINT CITY,0.0,0.0,0.0,0.0,0.0
AL05206,7,4.0,351.0,SOMERVILLE,3.0,1.0,4.0,3.0,1.0
AL05207,7,4.0,1719.0,TRINITY,5.0,0.0,5.0,5.0,0.0
AL05209,7,4.0,2014.0,PRICEVILLE,4.0,0.0,4.0,4.0,0.0
AL05211,7,4.0,0.0,CALHOUN COMMUNITY COLLEG,9.0,0.0,9.0,7.0,2.0
AL05300,8D,4.0,6680.0,PERRY,10.0,4.0,14.0,7.0,7.0
AL05301,6,4.0,3537.0,MARION,9.0,4.0,13.0,13.0,0.0
AL05302,7,4.0,1565.0,UNIONTOWN,5.0,5.0,10.0,5.0,5.0
AL05400,8C,4.0,12982.0,PICKENS,12.0,9.0,21.0,7.0,14.0
AL05401,6,4.0,2521.0,ALICEVILLE,8.0,4.0,12.0,8.0,4.0
AL05402,7,4.0,1630.0,GORDO,4.0,0.0,4.0,4.0,0.0
AL05403,7,4.0,1917.0,REFORM,5.0,0.0,5.0,5.0,0.0
AL05404,7,4.0,967.0,CARROLLTON,3.0,1.0,4.0,3.0,1.0
AL05405,7,4.0,661.0,PICKENSVILLE,2.0,0.0,2.0,1.0,1.0
AL05407,7,4.0,0.0,24TH JUD CIR DRUG & VCTF,4.0,1.0,5.0,4.0,1.0
AL05500,8C,4.0,13448.0,PIKE,17.0,2.0,19.0,16.0,3.0
AL05501,5,4.0,13676.0,TROY,51.0,12.0,63.0,47.0,16.0
AL05502,7,4.0,2343.0,BRUNDIDGE,8.0,5.0,13.0,9.0,4.0
AL05503,7,4.0,0.0,TROY STATE UNIVERSITY,10.0,2.0,12.0,11.0,1.0
AL05600,8C,4.0,14435.0,RANDOLPH,10.0,0.0,10.0,10.0,0.0
AL05601,6,4.0,6531.0,ROANOKE,22.0,5.0,27.0,22.0,5.0
AL05602,7,4.0,640.0,WADLEY,3.0,3.0,6.0,2.0,4.0
AL05603,7,4.0,813.0,WEDOWEE,6.0,0.0,6.0,6.0,0.0
AL05700,9C,4.0,22296.0,RUSSELL,52.0,32.0,84.0,29.0,55.0
AL05701,4,4.0,28630.0,PHENIX CITY,62.0,32.0,94.0,75.0,19.0
AL05702,7,4.0,566.0,HURTSBORO,4.0,0.0,4.0,4.0,0.0
AL05800,9B,4.0,34985.0,ST. CLAIR,32.0,6.0,38.0,33.0,5.0
AL05801,5,4.0,10382.0,PELL CITY,29.0,3.0,32.0,30.0,2.0
AL05802,7,4.0,2371.0,ASHVILLE,5.0,0.0,5.0,5.0,0.0
AL05803,7,4.0,1985.0,RAGLAND,5.0,4.0,9.0,5.0,4.0
AL05804,6,4.0,2818.0,SPRINGVILLE,6.0,1.0,7.0,7.0,0.0
AL05805,7,4.0,1182.0,ODENVILLE,3.0,0.0,3.0,3.0,0.0
AL05806,6,4.0,9385.0,MOODY,16.0,0.0,16.0,16.0,0.0
AL05807,7,4.0,1599.0,RIVERSIDE,5.0,0.0,5.0,5.0,0.0
AL05808,7,4.0,1230.0,MARGARET,2.0,0.0,2.0,2.0,0.0
AL05809,7,4.0,1126.0,STEELE,1.0,0.0,1.0,1.0,0.0
AL05812,7,4.0,1856.0,ARGO,3.0,1.0,4.0,4.0,0.0
AL05900,9B,4.0,71443.0,SHELBY,120.0,34.0,154.0,97.0,57.0
AL05901,6,4.0,5164.0,CALERA,24.0,6.0,30.0,23.0,7.0
AL05902,6,4.0,3549.0,COLUMBIANA,10.0,3.0,13.0,9.0,4.0
AL05903,6,4.0,5066.0,MONTEVALLO,12.0,2.0,14.0,14.0,0.0
AL05904,4,4.0,25628.0,ALABASTER,57.0,8.0,65.0,53.0,12.0
AL05905,7,4.0,1927.0,VINCENT,3.0,0.0,3.0,3.0,0.0
AL05906,5,4.0,17510.0,PELHAM,68.0,12.0,80.0,65.0,15.0
AL05907,5,4.0,12011.0,HELENA,17.0,4.0,21.0,16.0,5.0
AL05908,7,4.0,593.0,WILTON,1.0,0.0,1.0,1.0,0.0
AL05909,7,4.0,1691.0,HARPERSVILLE,8.0,0.0,8.0,8.0,0.0
AL05910,7,4.0,1677.0,WILSONVILLE,2.0,0.0,2.0,2.0,0.0
AL05911,7,4.0,0.0,UNIVERSITY OF MONTEVALLO,9.0,4.0,13.0,8.0,5.0
AL06000,8D,4.0,8240.0,SUMTER,7.0,1.0,8.0,7.0,1.0
AL06001,6,4.0,2715.0,YORK,8.0,5.0,13.0,8.0,5.0
AL06002,6,4.0,3123.0,LIVINGSTON,9.0,5.0,14.0,9.0,5.0
AL06003,7,4.0,344.0,CUBA,0.0,0.0,0.0,0.0,0.0
AL06004,7,4.0,197.0,EPES,0.0,0.0,0.0,0.0,0.0
AL06005,7,4.0,0.0,UNIVERSITY OF WEST ALABA,5.0,3.0,8.0,5.0,3.0
AL06100,8B,4.0,38275.0,TALLADEGA,64.0,23.0,87.0,35.0,52.0
AL06101,5,4.0,12689.0,SYLACAUGA,44.0,8.0,52.0,42.0,10.0
AL06102,5,4.0,17178.0,TALLADEGA,44.0,10.0,54.0,41.0,13.0
AL06103,6,4.0,5029.0,CHILDERSBURG,21.0,6.0,27.0,22.0,5.0
AL06104,6,4.0,4818.0,LINCOLN,16.0,6.0,22.0,16.0,6.0
AL06105,7,4.0,281.0,WALDO,0.0,0.0,0.0,0.0,0.0
AL06106,7,4.0,0.0,TALLADEGA COLLEGE,4.0,0.0,4.0,4.0,0.0
AL06200,8C,4.0,18860.0,TALLAPOOSA,30.0,25.0,55.0,22.0,33.0
AL06201,5,4.0,15064.0,ALEXANDER CITY,53.0,11.0,64.0,47.0,17.0
AL06202,6,4.0,3174.0,DADEVILLE,11.0,0.0,11.0,11.0,0.0
AL06203,7,4.0,1220.0,CAMP HILL,5.0,0.0,5.0,5.0,0.0
AL06204,7,4.0,0.0,CARRVILLE,0.0,0.0,0.0,0.0,0.0
AL06205,7,4.0,261.0,DAVISTON,1.0,0.0,1.0,1.0,0.0
AL06206,7,4.0,838.0,NEW SITE,1.0,0.0,1.0,1.0,0.0
AL06300,9B,4.0,66755.0,TUSCALOOSA,142.0,45.0,187.0,87.0,100.0
AL06301,3,4.0,79812.0,TUSCALOOSA,243.0,60.0,303.0,236.0,67.0
AL06302,5,4.0,20237.0,NORTHPORT,50.0,20.0,70.0,55.0,15.0
AL06303,7,4.0,0.0,UNIV OF AL: TUSCALOOSA,38.0,10.0,48.0,39.0,9.0
AL06305,7,4.0,0.0,BRYCE STATE HOSPITAL,8.0,5.0,13.0,9.0,4.0
AL06307,7,4.0,492.0,VANCE,3.0,0.0,3.0,3.0,0.0
AL06400,9B,4.0,44181.0,WALKER,59.0,19.0,78.0,32.0,46.0
AL06401,5,4.0,14001.0,JASPER,48.0,15.0,63.0,41.0,22.0
AL06402,7,4.0,2061.0,CARBON HILL,6.0,3.0,9.0,5.0,4.0
AL06403,7,4.0,2355.0,CORDOVA,5.0,2.0,7.0,4.0,3.0
AL06404,7,4.0,2374.0,DORA,6.0,3.0,9.0,5.0,4.0
AL06405,6,4.0,2619.0,SUMITON,10.0,4.0,14.0,9.0,5.0
AL06406,7,4.0,1264.0,PARRISH,2.0,0.0,2.0,2.0,0.0
AL06407,7,4.0,957.0,OAKMAN,5.0,0.0,5.0,5.0,0.0
AL06408,7,4.0,286.0,NAUVOO,0.0,0.0,0.0,0.0,0.0
AL06409,7,4.0,547.0,SIPSEY,3.0,0.0,3.0,3.0,0.0
AL06500,8C,4.0,15961.0,WASHINGTON,8.0,7.0,15.0,8.0,7.0
AL06501,7,4.0,241.0,MCINTOSH,6.0,0.0,6.0,6.0,0.0
AL06502,7,4.0,610.0,MILLRY,1.0,0.0,1.0,1.0,0.0
AL06503,7,4.0,1185.0,CHATOM,6.0,0.0,6.0,6.0,0.0
AL06600,8D,4.0,9929.0,WILCOX,13.0,14.0,27.0,9.0,18.0
AL06601,7,4.0,2239.0,CAMDEN,6.0,2.0,8.0,7.0,1.0
AL06602,7,4.0,941.0,PINE HILL,4.0,1.0,5.0,5.0,0.0
AL06700,8C,4.0,19347.0,WINSTON,17.0,5.0,22.0,9.0,13.0
AL06701,7,4.0,985.0,DOUBLE SPRINGS,4.0,0.0,4.0,4.0,0.0
AL06702,6,4.0,4155.0,HALEYVILLE,17.0,2.0,19.0,14.0,5.0
AL06703,7,4.0,720.0,ADDISON,3.0,0.0,3.0,3.0,0.0
AL06704,7,4.0,291.0,ARLEY,3.0,0.0,3.0,2.0,1.0
AL06705,7,4.0,601.0,LYNN,0.0,0.0,0.0,0.0,0.0
AZCCHPX,8D,4.0,0.0,AZ DEPT OF PUBLIC SAFETY,1437.0,574.0,2011.0,1133.0,878.0
AZ00100,8B,4.0,60365.0,APACHE,47.0,16.0,63.0,32.0,31.0
AZ00101,6,4.0,4144.0,EAGAR,9.0,3.0,12.0,8.0,4.0
AZ00103,6,4.0,3616.0,ST. JOHNS,10.0,2.0,12.0,9.0,3.0
AZ00105,7,4.0,1994.0,SPRINGERVILLE,9.0,1.0,10.0,8.0,2.0
AZ00200,8B,4.0,49187.0,COCHISE,141.0,53.0,194.0,84.0,110.0
AZ00201,6,4.0,5022.0,BENSON,13.0,8.0,21.0,10.0,11.0
AZ00203,6,4.0,6131.0,BISBEE,16.0,8.0,24.0,16.0,8.0
AZ00205,5,4.0,17040.0,DOUGLAS,36.0,9.0,45.0,32.0,13.0
AZ00207,7,4.0,1889.0,HUACHUCA CITY,5.0,4.0,9.0,4.0,5.0
AZ00209,4,4.0,41005.0,SIERRA VISTA,55.0,28.0,83.0,56.0,27.0
AZ00211,7,4.0,1592.0,TOMBSTONE,6.0,1.0,7.0,4.0,3.0
AZ00213,6,4.0,3863.0,WILLCOX,12.0,5.0,17.0,10.0,7.0
AZ00300,9B,4.0,52815.0,COCONINO,153.0,79.0,232.0,63.0,169.0
AZ00301,3,4.0,57526.0,FLAGSTAFF,86.0,48.0,134.0,87.0,47.0
AZ00303,7,4.0,1088.0,FREDONIA,4.0,0.0,4.0,4.0,0.0
AZ00307,6,4.0,3045.0,WILLIAMS,11.0,8.0,19.0,11.0,8.0
AZ00308,6,4.0,7125.0,PAGE,14.0,11.0,25.0,15.0,10.0
AZ00310,7,4.0,0.0,SEDONA,0.0,0.0,0.0,0.0,0.0
AZ00397,7,4.0,0.0,NORTHERN ARIZONA UNIV,18.0,5.0,23.0,14.0,9.0
AZ00400,8B,4.0,27508.0,GILA,79.0,49.0,128.0,45.0,83.0
AZ00401,6,4.0,7466.0,GLOBE,22.0,9.0,31.0,22.0,9.0
AZ00403,7,4.0,1341.0,HAYDEN,5.0,0.0,5.0,5.0,0.0
AZ00405,7,4.0,1917.0,MIAMI,5.0,4.0,9.0,6.0,3.0
AZ00406,5,4.0,14719.0,PAYSON,28.0,12.0,40.0,27.0,13.0
AZ00407,7,4.0,458.0,WINKELMAN,0.0,0.0,0.0,0.0,0.0
AZ00489,6,4.0,9708.0,SAN CARLOS TRIBAL,0.0,0.0,0.0,0.0,0.0
AZ00500,8C,4.0,18600.0,GRAHAM,36.0,19.0,55.0,22.0,33.0
AZ00501,7,4.0,2037.0,PIMA,3.0,1.0,4.0,4.0,0.0
AZ00503,6,4.0,9218.0,SAFFORD,20.0,2.0,22.0,19.0,3.0
AZ00505,6,4.0,4161.0,THATCHER,10.0,1.0,11.0,10.0,1.0
AZ00597,7,4.0,0.0,EASTERN ARIZONA COLLEGE,1.0,0.0,1.0,1.0,0.0
AZ00600,8D,4.0,5414.0,GREENLEE,21.0,6.0,27.0,14.0,13.0
AZ00601,7,4.0,2323.0,CLIFTON,5.0,3.0,8.0,6.0,2.0
AZ00603,7,4.0,735.0,DUNCAN,1.0,0.0,1.0,1.0,0.0
AZ00700,9A,4.0,289962.0,MARICOPA,1885.0,875.0,2760.0,699.0,2061.0
AZ00701,3,4.0,56308.0,AVONDALE,48.0,15.0,63.0,49.0,14.0
AZ00703,6,4.0,9182.0,BUCKEYE,29.0,12.0,41.0,31.0,10.0
AZ00705,2,4.0,217471.0,CHANDLER,308.0,128.0,436.0,294.0,142.0
AZ00707,5,4.0,18794.0,EL MIRAGE,40.0,11.0,51.0,43.0,8.0
AZ00709,7,4.0,2118.0,GILA BEND,0.0,0.0,0.0,0.0,0.0
AZ00711,2,4.0,149493.0,GILBERT,137.0,85.0,222.0,143.0,79.0
AZ00713,2,4.0,239640.0,GLENDALE,338.0,121.0,459.0,331.0,128.0
AZ00715,4,4.0,32902.0,GOODYEAR,57.0,22.0,79.0,58.0,21.0
AZ00717,1C,4.0,445006.0,MESA,852.0,427.0,1279.0,795.0,484.0
AZ00719,5,4.0,14583.0,PARADISE VALLEY,39.0,6.0,45.0,35.0,10.0
AZ00721,2,4.0,131307.0,PEORIA,141.0,60.0,201.0,141.0,60.0
AZ00723,1A,4.0,1428973.0,PHOENIX,2703.0,1039.0,3742.0,2859.0,883.0
AZ00725,2,4.0,224357.0,SCOTTSDALE,403.0,189.0,592.0,367.0,225.0
AZ00727,3,4.0,52063.0,SURPRISE,72.0,31.0,103.0,77.0,26.0
AZ00729,2,4.0,163521.0,TEMPE,356.0,163.0,519.0,341.0,178.0
AZ00731,6,4.0,6019.0,TOLLESON,25.0,9.0,34.0,24.0,10.0
AZ00733,6,4.0,5501.0,WICKENBURG,13.0,4.0,17.0,10.0,7.0
AZ00735,6,4.0,3080.0,YOUNGTOWN,10.0,5.0,15.0,13.0,2.0
AZ00739,6,4.0,5374.0,GUADALUPE,7.0,3.0,10.0,9.0,1.0
AZ00744,7,4.0,0.0,ARIZONA STATE CAPITOL,48.0,11.0,59.0,31.0,28.0
AZ00757,7,4.0,0.0,AZ STATE UNIV: WEST,12.0,4.0,16.0,8.0,8.0
AZ00788,7,4.0,0.0,AZ STATE UNIV: EAST,0.0,0.0,0.0,0.0,0.0
AZ00797,7,4.0,0.0,AZ STATE UNIV: MAIN CAMP,69.0,27.0,96.0,59.0,37.0
AZ00800,8B,4.0,60942.0,MOHAVE,130.0,75.0,205.0,76.0,129.0
AZ00801,5,4.0,23543.0,KINGMAN,52.0,22.0,74.0,51.0,23.0
AZ00804,3,4.0,50559.0,LAKE HAVASU CITY,80.0,20.0,100.0,75.0,25.0
AZ00805,4,4.0,37314.0,BULLHEAD CITY,83.0,43.0,126.0,80.0,46.0
AZ00806,6,4.0,4015.0,COLORADO CITY,5.0,0.0,5.0,5.0,0.0
AZ00900,8B,4.0,70340.0,NAVAJO,78.0,38.0,116.0,46.0,70.0
AZ00901,6,4.0,5244.0,HOLBROOK,18.0,5.0,23.0,15.0,8.0
AZ00903,6,4.0,9021.0,SHOW LOW,24.0,13.0,37.0,24.0,13.0
AZ00905,6,4.0,8573.0,SNOWFLAKE-TAYLOR,13.0,5.0,18.0,12.0,6.0
AZ00907,6,4.0,3645.0,TAYLOR,1.0,0.0,1.0,1.0,0.0
AZ00909,5,4.0,10111.0,WINSLOW,25.0,13.0,38.0,25.0,13.0
AZ00913,6,4.0,4037.0,PINETOP-LAKESIDE,15.0,7.0,22.0,15.0,7.0
AZ01000,9A,4.0,330508.0,PIMA,873.0,381.0,1254.0,465.0,789.0
AZ01001,6,4.0,5680.0,SOUTH TUCSON,21.0,9.0,30.0,22.0,8.0
AZ01003,1B,4.0,522487.0,TUCSON,891.0,385.0,1276.0,951.0,325.0
AZ01004,6,4.0,3917.0,SAHUARITA,19.0,4.0,23.0,20.0,3.0
AZ01006,7,4.0,0.0,AJO,0.0,0.0,0.0,0.0,0.0
AZ01007,4,4.0,35359.0,ORO VALLEY,67.0,34.0,101.0,74.0,27.0
AZ01009,5,4.0,20927.0,MARANA,54.0,24.0,78.0,60.0,18.0
AZ01097,7,4.0,0.0,UNIVERSITY OF ARIZONA,62.0,18.0,80.0,51.0,29.0
AZ01098,7,4.0,0.0,PIMA COMMUNITY COLLEGE,25.0,10.0,35.0,27.0,8.0
AZ01100,9A,4.0,101298.0,PINAL,234.0,113.0,347.0,159.0,188.0
AZ01101,4,4.0,30568.0,CASA GRANDE,65.0,24.0,89.0,61.0,28.0
AZ01103,6,4.0,8606.0,COOLIDGE,25.0,11.0,36.0,27.0,9.0
AZ01105,5,4.0,11121.0,ELOY,32.0,15.0,47.0,31.0,16.0
AZ01107,5,4.0,15824.0,FLORENCE,19.0,7.0,26.0,17.0,9.0
AZ01109,6,4.0,2551.0,KEARNY,5.0,3.0,8.0,6.0,2.0
AZ01111,7,4.0,2008.0,MAMMOTH,5.0,3.0,8.0,5.0,3.0
AZ01112,6,4.0,3404.0,SUPERIOR,6.0,7.0,13.0,8.0,5.0
AZ01113,4,4.0,35021.0,APACHE JUNCTION,48.0,24.0,72.0,45.0,27.0
AZ01197,7,4.0,0.0,CENTRAL ARIZONA COLLEGE,5.0,2.0,7.0,6.0,1.0
AZ01200,8C,4.0,18971.0,SANTA CRUZ,60.0,21.0,81.0,46.0,35.0
AZ01201,5,4.0,21593.0,NOGALES,64.0,11.0,75.0,59.0,16.0
AZ01203,7,4.0,879.0,PATAGONIA,3.0,0.0,3.0,3.0,0.0
AZ01300,9B,4.0,79984.0,YAVAPAI,251.0,102.0,353.0,112.0,241.0
AZ01301,6,4.0,3812.0,CLARKDALE,9.0,2.0,11.0,9.0,2.0
AZ01303,5,4.0,10490.0,COTTONWOOD,28.0,9.0,37.0,24.0,13.0
AZ01305,7,4.0,339.0,JEROME,5.0,0.0,5.0,5.0,0.0
AZ01307,4,4.0,38674.0,PRESCOTT,62.0,36.0,98.0,60.0,38.0
AZ01308,7,4.0,0.0,YAVAPAI COLLEGE,6.0,3.0,9.0,9.0,0.0
AZ01311,4,4.0,29047.0,PRESCOTT VALLEY,45.0,14.0,59.0,48.0,11.0
AZ01312,6,4.0,9074.0,CHINO VALLEY,19.0,13.0,32.0,21.0,11.0
AZ01313,5,4.0,10236.0,CAMP VERDE,21.0,10.0,31.0,20.0,11.0
AZ01314,5,4.0,11224.0,SEDONA,23.0,8.0,31.0,22.0,9.0
AZ01400,9B,4.0,61888.0,YUMA,223.0,79.0,302.0,68.0,234.0
AZ01403,6,4.0,8783.0,SOMERTON,13.0,7.0,20.0,13.0,7.0
AZ01405,3,4.0,83989.0,YUMA,140.0,82.0,222.0,143.0,79.0
AZ01408,5,4.0,19556.0,SAN LUIS,30.0,10.0,40.0,29.0,11.0
AZ01409,7,4.0,1917.0,WELLTON,4.0,0.0,4.0,4.0,0.0
AZ01497,7,4.0,0.0,ARIZONA WESTERN COLLEGE,5.0,5.0,10.0,6.0,4.0
AZ01500,8C,4.0,13541.0,LA PAZ,59.0,34.0,93.0,36.0,57.0
AZ01501,6,4.0,3154.0,PARKER,13.0,2.0,15.0,12.0,3.0
AZ01503,6,4.0,3392.0,QUARTZSITE,8.0,4.0,12.0,10.0,2.0
ARASP00,8D,4.0,0.0,ARKANSAS STATE POLICE,640.0,255.0,895.0,583.0,312.0
AR00100,8D,4.0,7390.0,ARKANSAS,30.0,21.0,51.0,12.0,39.0
AR00101,6,4.0,3476.0,DE WITT,10.0,5.0,15.0,9.0,6.0
AR00102,6,4.0,9491.0,STUTTGART,20.0,10.0,30.0,21.0,9.0
AR00103,7,4.0,803.0,GILLETT,1.0,1.0,2.0,1.0,1.0
AR00200,8C,4.0,14915.0,ASHLEY,18.0,8.0,26.0,13.0,13.0
AR00201,6,4.0,5977.0,CROSSETT,19.0,7.0,26.0,18.0,8.0
AR00202,6,4.0,2924.0,HAMBURG,6.0,1.0,7.0,6.0,1.0
AR00203,7,4.0,764.0,WILMOT,3.0,0.0,3.0,3.0,0.0
AR00300,8C,4.0,24337.0,BAXTER,31.0,5.0,36.0,28.0,8.0
AR00301,5,4.0,11518.0,MOUNTAIN HOME,28.0,6.0,34.0,25.0,9.0
AR00302,7,4.0,974.0,COTTER,2.0,1.0,3.0,3.0,0.0
AR00303,7,4.0,1884.0,GASSVILLE,4.0,0.0,4.0,4.0,0.0
AR00304,7,4.0,786.0,LAKEVIEW,2.0,0.0,2.0,2.0,0.0
AR00400,9B,4.0,68479.0,BENTON,126.0,37.0,163.0,73.0,90.0
AR00401,4,4.0,26658.0,BENTONVILLE,48.0,18.0,66.0,45.0,21.0
AR00402,4,4.0,43218.0,ROGERS,89.0,20.0,109.0,76.0,33.0
AR00403,5,4.0,12829.0,SILOAM SPRINGS,33.0,9.0,42.0,26.0,16.0
AR00404,6,4.0,2684.0,PEA RIDGE,4.0,1.0,5.0,5.0,0.0
AR00405,7,4.0,2492.0,GENTRY,7.0,2.0,9.0,7.0,2.0
AR00406,6,4.0,6361.0,LOWELL,13.0,6.0,19.0,13.0,6.0
AR00407,7,4.0,2163.0,GRAVETTE,6.0,1.0,7.0,6.0,1.0
AR00408,7,4.0,1347.0,DECATUR,5.0,1.0,6.0,6.0,0.0
AR00409,7,4.0,1228.0,CAVE SPRINGS,3.0,0.0,3.0,3.0,0.0
AR00411,7,4.0,681.0,SULPHUR SPRINGS,2.0,0.0,2.0,2.0,0.0
AR00413,6,4.0,2880.0,CENTERTON,6.0,1.0,7.0,7.0,0.0
AR00414,7,4.0,0.0,NW ARKANSAS COMMUNITY CO,6.0,1.0,7.0,5.0,2.0
AR00500,8C,4.0,22586.0,BOONE,28.0,8.0,36.0,20.0,16.0
AR00501,5,4.0,12497.0,HARRISON,29.0,10.0,39.0,28.0,11.0
AR00600,8D,4.0,5324.0,BRADLEY,4.0,1.0,5.0,4.0,1.0
AR00601,6,4.0,6431.0,WARREN,17.0,6.0,23.0,14.0,9.0
AR00602,7,4.0,782.0,HERMITAGE,2.0,1.0,3.0,3.0,0.0
AR00700,8D,4.0,4138.0,CALHOUN,8.0,3.0,11.0,5.0,6.0
AR00701,7,4.0,1544.0,HAMPTON,3.0,0.0,3.0,3.0,0.0
AR00800,8C,4.0,16705.0,CARROLL,20.0,10.0,30.0,14.0,16.0
AR00801,6,4.0,4733.0,BERRYVILLE,9.0,2.0,11.0,9.0,2.0
AR00802,7,4.0,2331.0,EUREKA SPRINGS,14.0,4.0,18.0,10.0,8.0
AR00803,6,4.0,2850.0,GREEN FOREST,12.0,1.0,13.0,8.0,5.0
AR00900,8D,4.0,4602.0,CHICOT,6.0,1.0,7.0,6.0,1.0
AR00901,6,4.0,3597.0,DERMOTT,6.0,4.0,10.0,4.0,6.0
AR00902,6,4.0,2690.0,EUDORA,7.0,3.0,10.0,5.0,5.0
AR00903,6,4.0,2729.0,LAKE VILLAGE,9.0,5.0,14.0,8.0,6.0
AR01000,8D,4.0,9756.0,CLARK,21.0,10.0,31.0,15.0,16.0
AR01001,5,4.0,11145.0,ARKADELPHIA,25.0,6.0,31.0,25.0,6.0
AR01002,7,4.0,2298.0,GURDON,3.0,1.0,4.0,3.0,1.0
AR01003,7,4.0,615.0,CADDO VALLEY,4.0,1.0,5.0,4.0,1.0
AR01004,7,4.0,0.0,HENDERSON STATE UNIVERSI,8.0,1.0,9.0,8.0,1.0
AR01100,8D,4.0,9739.0,CLAY,15.0,6.0,21.0,10.0,11.0
AR01101,6,4.0,3572.0,CORNING,9.0,2.0,11.0,7.0,4.0
AR01102,6,4.0,3768.0,PIGGOTT,8.0,0.0,8.0,8.0,0.0
AR01200,8C,4.0,16352.0,CLEBURNE,22.0,7.0,29.0,18.0,11.0
AR01201,6,4.0,6807.0,HEBER SPRINGS,15.0,6.0,21.0,13.0,8.0
AR01202,7,4.0,732.0,QUITMAN,3.0,0.0,3.0,3.0,0.0
AR01203,7,4.0,955.0,GREERS FERRY,3.0,0.0,3.0,3.0,0.0
AR01300,9D,4.0,7485.0,CLEVELAND,7.0,4.0,11.0,6.0,5.0
AR01301,7,4.0,1310.0,RISON,3.0,0.0,3.0,3.0,0.0
AR01400,8C,4.0,14630.0,COLUMBIA,23.0,9.0,32.0,16.0,16.0
AR01401,5,4.0,10651.0,MAGNOLIA,23.0,5.0,28.0,21.0,7.0
AR01405,7,4.0,0.0,SOUTHERN ARKANSAS UNIV,5.0,2.0,7.0,6.0,1.0
AR01500,8C,4.0,13215.0,CONWAY,24.0,9.0,33.0,15.0,18.0
AR01501,6,4.0,6597.0,MORRILTON,21.0,10.0,31.0,20.0,11.0
AR01503,7,4.0,875.0,PLUMMERVILLE,0.0,0.0,0.0,0.0,0.0
AR01600,9C,4.0,23513.0,CRAIGHEAD,32.0,7.0,39.0,34.0,5.0
AR01601,3,4.0,58002.0,JONESBORO,115.0,18.0,133.0,123.0,10.0
AR01603,7,4.0,2002.0,LAKE CITY,0.0,0.0,0.0,0.0,0.0
AR01604,7,4.0,1945.0,BAY,0.0,0.0,0.0,0.0,0.0
AR01605,7,4.0,0.0,AR STATE UNIV: JONESBORO,16.0,6.0,22.0,17.0,5.0
AR01700,9B,4.0,29778.0,CRAWFORD,38.0,17.0,55.0,22.0,33.0
AR01701,5,4.0,20353.0,VAN BUREN,43.0,11.0,54.0,44.0,10.0
AR01702,6,4.0,4388.0,ALMA,11.0,5.0,16.0,8.0,8.0
AR01703,7,4.0,1677.0,MULBERRY,3.0,1.0,4.0,3.0,1.0
AR01800,9C,4.0,11204.0,CRITTENDEN,86.0,59.0,145.0,36.0,109.0
AR01801,4,4.0,28291.0,WEST MEMPHIS,72.0,27.0,99.0,79.0,20.0
AR01802,6,4.0,2967.0,EARLE,9.0,2.0,11.0,8.0,3.0
AR01804,6,4.0,9198.0,MARION,15.0,4.0,19.0,17.0,2.0
AR01900,8C,4.0,10843.0,CROSS,21.0,12.0,33.0,14.0,19.0
AR01901,6,4.0,8550.0,WYNNE,16.0,3.0,19.0,17.0,2.0
AR02000,8D,4.0,4236.0,DALLAS,19.0,7.0,26.0,6.0,20.0
AR02001,6,4.0,4558.0,FORDYCE,7.0,5.0,12.0,8.0,4.0
AR02100,8D,4.0,5399.0,DESHA,6.0,2.0,8.0,6.0,2.0
