ori,group,year,pop,agency_name,m_emp,f_emp,emp,sworn,civil
TX05100,8D,4.0,386.0,COTTLE,1.0,0.0,1.0,1.0,0.0
TX05101,7,4.0,1395.0,PADUCAH,3.0,4.0,7.0,2.0,5.0
TX05200,8D,4.0,805.0,CRANE,7.0,1.0,8.0,7.0,1.0
TX05201,6,4.0,3145.0,CRANE,6.0,4.0,10.0,6.0,4.0
TX05300,8D,4.0,4000.0,CROCKETT,15.0,2.0,17.0,12.0,5.0
TX05400,9D,4.0,5529.0,CROSBY,14.0,3.0,17.0,7.0,10.0
TX05401,7,4.0,1807.0,CROSBYTON,1.0,0.0,1.0,1.0,0.0
TX05402,7,4.0,1326.0,LORENZO,1.0,0.0,1.0,1.0,0.0
TX05403,7,4.0,2180.0,RALLS,2.0,0.0,2.0,1.0,1.0
TX05500,8D,4.0,2806.0,CULBERSON,12.0,3.0,15.0,8.0,7.0
TX05501,7,4.0,2309.0,VAN HORN,5.0,0.0,5.0,3.0,2.0
TX05600,8D,4.0,1572.0,DALLAM,5.0,8.0,13.0,3.0,10.0
TX05601,6,4.0,7273.0,DALHART,14.0,4.0,18.0,15.0,3.0
TX05700,9C,4.0,12141.0,DALLAS,834.0,399.0,1233.0,385.0,848.0
TX05701,5,4.0,14119.0,ADDISON,61.0,16.0,77.0,58.0,19.0
TX05702,5,4.0,19782.0,BALCH SPRINGS,33.0,11.0,44.0,30.0,14.0
TX05704,2,4.0,118674.0,CARROLLTON,146.0,69.0,215.0,153.0,62.0
TX05705,4,4.0,39919.0,CEDAR HILL,50.0,16.0,66.0,52.0,14.0
TX05706,6,4.0,4386.0,COCKRELL HILL,15.0,3.0,18.0,13.0,5.0
TX05707,4,4.0,39592.0,COPPELL,55.0,14.0,69.0,52.0,17.0
TX05708,4,4.0,42403.0,DESOTO,60.0,9.0,69.0,61.0,8.0
TX05709,4,4.0,36269.0,DUNCANVILLE,58.0,9.0,67.0,55.0,12.0
TX05710,4,4.0,27479.0,FARMERS BRANCH,76.0,31.0,107.0,68.0,39.0
TX05711,2,4.0,221689.0,GARLAND,319.0,97.0,416.0,311.0,105.0
TX05712,2,4.0,138967.0,GRAND PRAIRIE,204.0,91.0,295.0,202.0,93.0
TX05713,6,4.0,8967.0,HIGHLAND PARK,51.0,16.0,67.0,54.0,13.0
TX05714,6,4.0,2852.0,HUTCHINS,13.0,4.0,17.0,11.0,6.0
TX05715,2,4.0,197721.0,IRVING,328.0,131.0,459.0,309.0,150.0
TX05716,7,4.0,0.0,KLEBURG,0.0,0.0,0.0,0.0,0.0
TX05717,4,4.0,28281.0,LANCASTER,38.0,16.0,54.0,41.0,13.0
TX05718,2,4.0,131441.0,MESQUITE,211.0,61.0,272.0,201.0,71.0
TX05720,2,4.0,101208.0,RICHARDSON,145.0,76.0,221.0,137.0,84.0
TX05721,5,4.0,14794.0,SACHSE,24.0,9.0,33.0,24.0,9.0
TX05722,5,4.0,11204.0,SEAGOVILLE,19.0,7.0,26.0,19.0,7.0
TX05724,5,4.0,24144.0,UNIVERSITY PARK,37.0,13.0,50.0,37.0,13.0
TX05725,6,4.0,3665.0,WILMER,10.0,5.0,15.0,11.0,4.0
TX05726,7,4.0,0.0,UNIV OF TX:SW MEDICAL SC,81.0,12.0,93.0,35.0,58.0
TX05728,7,4.0,0.0,UNIV OF TX: DALLAS,26.0,10.0,36.0,17.0,19.0
TX05729,7,4.0,0.0,EASTFIELD COLLEGE,8.0,1.0,9.0,9.0,0.0
TX05733,3,4.0,51960.0,ROWLETT,75.0,19.0,94.0,69.0,25.0
TX05734,7,4.0,0.0,RICHLAND COLLEGE,8.0,2.0,10.0,9.0,1.0
TX05735,7,4.0,0.0,NORTH LAKE COLLEGE,12.0,3.0,15.0,14.0,1.0
TX05744,7,4.0,0.0,MOUNTAIN VIEW COLLEGE,10.0,0.0,10.0,10.0,0.0
TX05747,6,4.0,8236.0,GLENN HEIGHTS,15.0,6.0,21.0,14.0,7.0
TX05750,7,4.0,0.0,HOS DIST: DALLAS COUNTY,66.0,14.0,80.0,51.0,29.0
TX05751,7,4.0,0.0,BAYLOR HEALTH CARE SYSTE,114.0,27.0,141.0,48.0,93.0
TX05752,7,4.0,0.0,SOUTHERN METHODIST UNIV,19.0,11.0,30.0,21.0,9.0
TX05755,6,4.0,3732.0,OVILLA,7.0,1.0,8.0,8.0,0.0
TX05759,7,4.0,0.0,ST. PAUL MEDICAL CENTER,20.0,2.0,22.0,14.0,8.0
TX05768,7,4.0,0.0,ISD: CEDAR HILL,11.0,2.0,13.0,4.0,9.0
TX05800,8D,4.0,4923.0,DAWSON,12.0,5.0,17.0,6.0,11.0
TX05801,6,4.0,9621.0,LAMESA,16.0,6.0,22.0,16.0,6.0
TX05900,8D,4.0,4054.0,DEAF SMITH,22.0,13.0,35.0,12.0,23.0
TX05901,5,4.0,14670.0,HEREFORD,19.0,7.0,26.0,20.0,6.0
TX06000,9D,4.0,5543.0,DELTA,11.0,6.0,17.0,9.0,8.0
TX06001,7,4.0,2212.0,COOPER,4.0,0.0,4.0,2.0,2.0
TX06100,9B,4.0,69384.0,DENTON,296.0,163.0,459.0,110.0,349.0
TX06101,6,4.0,2726.0,ARGYLE,7.0,0.0,7.0,7.0,0.0
TX06102,3,4.0,95004.0,DENTON,135.0,43.0,178.0,134.0,44.0
TX06105,6,4.0,6893.0,LAKE DALLAS,9.0,9.0,18.0,11.0,7.0
TX06106,3,4.0,88590.0,LEWISVILLE,122.0,54.0,176.0,126.0,50.0
TX06107,6,4.0,3924.0,PILOT POINT,5.0,1.0,6.0,6.0,0.0
TX06108,6,4.0,5208.0,SANGER,10.0,3.0,13.0,11.0,2.0
TX06110,7,4.0,0.0,TEXAS WOMAN'S UNIVERSITY,20.0,10.0,30.0,15.0,15.0
TX06111,7,4.0,0.0,UNIV OF N TX: DENTON,53.0,19.0,72.0,40.0,32.0
TX06112,3,4.0,61639.0,FLOWER MOUND,70.0,22.0,92.0,66.0,26.0
TX06115,4,4.0,35780.0,THE COLONY,41.0,18.0,59.0,43.0,16.0
TX06120,5,4.0,14316.0,HIGHLAND VILLAGE,21.0,10.0,31.0,24.0,7.0
TX06123,5,4.0,16612.0,CORINTH,23.0,4.0,27.0,25.0,2.0
TX06125,6,4.0,2628.0,DOUBLE OAK,5.0,0.0,5.0,5.0,0.0
TX06128,6,4.0,2701.0,HICKORY CREEK,12.0,0.0,12.0,12.0,0.0
TX06129,6,4.0,3499.0,ROANOKE,16.0,9.0,25.0,17.0,8.0
TX06130,7,4.0,483.0,MARSHALL CREEK,2.0,0.0,2.0,2.0,0.0
TX06131,6,4.0,7315.0,TROPHY CLUB,14.0,5.0,19.0,18.0,1.0
TX06139,7,4.0,1026.0,NORTHLAKE,7.0,0.0,7.0,7.0,0.0
TX06200,8D,4.0,9237.0,DEWITT,17.0,9.0,26.0,10.0,16.0
TX06201,6,4.0,6771.0,CUERO,12.0,2.0,14.0,13.0,1.0
TX06203,7,4.0,2276.0,YORKTOWN,3.0,0.0,3.0,3.0,0.0
TX06300,8D,4.0,1672.0,DICKENS,4.0,2.0,6.0,2.0,4.0
TX06301,7,4.0,1078.0,SPUR,2.0,0.0,2.0,2.0,0.0
TX06400,8C,4.0,10515.0,DIMMIT,18.0,8.0,26.0,12.0,14.0
TX06401,6,4.0,5730.0,CARRIZO SPRINGS,5.0,1.0,6.0,5.0,1.0
TX06500,8D,4.0,3942.0,DONLEY,5.0,3.0,8.0,5.0,3.0
TX06501,7,4.0,2003.0,CLARENDON,2.0,0.0,2.0,2.0,0.0
TX06600,8D,4.0,5818.0,DUVAL,23.0,13.0,36.0,17.0,19.0
TX06601,7,4.0,1630.0,BENAVIDES,0.0,0.0,0.0,0.0,0.0
TX06602,6,4.0,4711.0,SAN DIEGO,8.0,0.0,8.0,7.0,1.0
TX06603,6,4.0,3182.0,FREER,7.0,2.0,9.0,5.0,4.0
TX06700,8D,4.0,6177.0,EASTLAND,15.0,8.0,23.0,7.0,16.0
TX06701,6,4.0,3842.0,CISCO,8.0,1.0,9.0,7.0,2.0
TX06702,6,4.0,3863.0,EASTLAND,8.0,2.0,10.0,8.0,2.0
TX06703,7,4.0,1279.0,GORMAN,2.0,1.0,3.0,3.0,0.0
TX06704,6,4.0,2587.0,RANGER,4.0,1.0,5.0,5.0,0.0
TX06705,7,4.0,859.0,RISING STAR,1.0,0.0,1.0,1.0,0.0
TX06800,9B,4.0,33252.0,ECTOR,125.0,64.0,189.0,84.0,105.0
TX06802,3,4.0,92643.0,ODESSA,166.0,54.0,220.0,167.0,53.0
TX06804,7,4.0,0.0,UNIV OF TX:PERMIAN BASIN,11.0,2.0,13.0,5.0,8.0
TX06808,7,4.0,0.0,ISD: ECTOR COUNTY,20.0,5.0,25.0,23.0,2.0
TX06900,8D,4.0,2065.0,EDWARDS,5.0,5.0,10.0,4.0,6.0
TX07000,9B,4.0,53737.0,ELLIS,132.0,48.0,180.0,68.0,112.0
TX07001,5,4.0,18627.0,ENNIS,28.0,7.0,35.0,29.0,6.0
TX07002,7,4.0,2313.0,FERRIS,10.0,5.0,15.0,11.0,4.0
TX07004,7,4.0,2092.0,ITALY,4.0,1.0,5.0,5.0,0.0
TX07005,5,4.0,11126.0,MIDLOTHIAN,24.0,8.0,32.0,24.0,8.0
TX07007,7,4.0,1983.0,PALMER,8.0,1.0,9.0,8.0,1.0
TX07008,6,4.0,5970.0,RED OAK,17.0,5.0,22.0,14.0,8.0
TX07010,5,4.0,24317.0,WAXAHACHIE,43.0,15.0,58.0,45.0,13.0
TX07100,9B,4.0,82065.0,EL PASO,837.0,211.0,1048.0,252.0,796.0
TX07101,6,4.0,4129.0,ANTHONY,9.0,0.0,9.0,8.0,1.0
TX07102,1B,4.0,593924.0,EL PASO,1094.0,344.0,1438.0,1108.0,330.0
TX07104,7,4.0,0.0,UNIV OF TX: EL PASO,44.0,11.0,55.0,21.0,34.0
TX07111,7,4.0,0.0,EL PASO COMMUNITY COLLEG,32.0,7.0,39.0,32.0,7.0
TX07112,7,4.0,997.0,CLINT,1.0,0.0,1.0,1.0,0.0
TX07113,7,4.0,0.0,ISD: EL PASO,30.0,6.0,36.0,28.0,8.0
TX07114,6,4.0,7557.0,HORIZON CITY,11.0,0.0,11.0,10.0,1.0
TX07116,4,4.0,28613.0,SOCORRO,25.0,4.0,29.0,22.0,7.0
TX07118,7,4.0,0.0,EL PASO COMMUNITY COLLEG,31.0,8.0,39.0,28.0,11.0
TX07122,7,4.0,0.0,ISD: SOCORRO,22.0,5.0,27.0,21.0,6.0
TX07200,8C,4.0,14724.0,ERATH,28.0,18.0,46.0,23.0,23.0
TX07201,6,4.0,3734.0,DUBLIN,8.0,3.0,11.0,9.0,2.0
TX07202,5,4.0,15472.0,STEPHENVILLE,33.0,9.0,42.0,32.0,10.0
TX07204,7,4.0,0.0,TARLETON STATE UNIVERSIT,9.0,4.0,13.0,11.0,2.0
TX07300,8C,4.0,10258.0,FALLS,11.0,5.0,16.0,11.0,5.0
TX07302,6,4.0,6446.0,MARLIN,18.0,4.0,22.0,17.0,5.0
TX07303,7,4.0,1454.0,ROSEBUD,3.0,0.0,3.0,3.0,0.0
TX07400,8C,4.0,22308.0,FANNIN,30.0,8.0,38.0,16.0,22.0
TX07401,5,4.0,10510.0,BONHAM,21.0,8.0,29.0,21.0,8.0
TX07500,8C,4.0,16643.0,FAYETTE,27.0,9.0,36.0,16.0,20.0
TX07501,6,4.0,4658.0,LA GRANGE,8.0,0.0,8.0,8.0,0.0
TX07508,7,4.0,1445.0,FLATONIA,4.0,0.0,4.0,4.0,0.0
TX07509,7,4.0,233.0,CARMINE,1.0,0.0,1.0,1.0,0.0
TX07600,8D,4.0,4212.0,FISHER,7.0,3.0,10.0,5.0,5.0
TX07601,7,4.0,1540.0,ROTAN,3.0,0.0,3.0,3.0,0.0
TX07700,8D,4.0,2087.0,FLOYD,4.0,3.0,7.0,3.0,4.0
TX07701,6,4.0,3491.0,FLOYDADA,7.0,0.0,7.0,7.0,0.0
TX07702,7,4.0,1993.0,LOCKNEY,3.0,0.0,3.0,3.0,0.0
TX07800,8D,4.0,469.0,FOARD,3.0,1.0,4.0,3.0,1.0
TX07801,7,4.0,1098.0,CROWELL,1.0,0.0,1.0,1.0,0.0
TX07900,9A,4.0,187885.0,FORT BEND,347.0,147.0,494.0,309.0,185.0
TX07901,3,4.0,63621.0,MISSOURI CITY,57.0,22.0,79.0,61.0,18.0
TX07902,5,4.0,12966.0,RICHMOND,25.0,10.0,35.0,27.0,8.0
TX07903,4,4.0,28275.0,ROSENBERG,58.0,16.0,74.0,57.0,17.0
TX07904,5,4.0,18602.0,STAFFORD,36.0,14.0,50.0,36.0,14.0
TX07905,3,4.0,72004.0,SUGAR LAND,103.0,41.0,144.0,109.0,35.0
TX07907,6,4.0,3037.0,NEEDVILLE,6.0,1.0,7.0,7.0,0.0
TX07911,7,4.0,513.0,KENDLETON,12.0,2.0,14.0,12.0,2.0
TX07912,7,4.0,1187.0,ARCOLA,10.0,1.0,11.0,10.0,1.0
TX07913,6,4.0,5370.0,MEADOWS PLACE,13.0,3.0,16.0,16.0,0.0
TX07916,7,4.0,0.0,ISD: FORT BEND,37.0,14.0,51.0,44.0,7.0
TX08000,8D,4.0,9303.0,FRANKLIN,10.0,8.0,18.0,8.0,10.0
TX08100,8D,4.0,9644.0,FREESTONE,22.0,13.0,35.0,16.0,19.0
TX08101,6,4.0,3455.0,FAIRFIELD,8.0,0.0,8.0,8.0,0.0
TX08102,6,4.0,4716.0,TEAGUE,6.0,0.0,6.0,6.0,0.0
TX08103,7,4.0,1102.0,WORTHAM,3.0,1.0,4.0,3.0,1.0
TX08200,8D,4.0,5094.0,FRIO,12.0,8.0,20.0,11.0,9.0
TX08201,6,4.0,7252.0,PEARSALL,11.0,1.0,12.0,10.0,2.0
TX08203,6,4.0,4274.0,DILLEY,6.0,1.0,7.0,6.0,1.0
TX08300,8D,4.0,6409.0,GAINES,17.0,3.0,20.0,10.0,10.0
TX08301,7,4.0,2335.0,SEAGRAVES,3.0,1.0,4.0,3.0,1.0
TX08302,6,4.0,5937.0,SEMINOLE,11.0,2.0,13.0,11.0,2.0
TX08400,9B,4.0,34976.0,GALVESTON,236.0,75.0,311.0,192.0,119.0
TX08402,5,4.0,18147.0,DICKINSON,28.0,9.0,37.0,29.0,8.0
TX08403,4,4.0,33005.0,FRIENDSWOOD,44.0,19.0,63.0,52.0,11.0
TX08404,3,4.0,57619.0,GALVESTON,153.0,54.0,207.0,158.0,49.0
TX08405,6,4.0,7297.0,HITCHCOCK,9.0,8.0,17.0,11.0,6.0
TX08406,7,4.0,2384.0,KEMAH,22.0,4.0,26.0,21.0,5.0
TX08407,5,4.0,14020.0,LA MARQUE,25.0,7.0,32.0,24.0,8.0
TX08408,3,4.0,55695.0,LEAGUE CITY,79.0,32.0,111.0,77.0,34.0
TX08409,4,4.0,43959.0,TEXAS CITY,86.0,15.0,101.0,78.0,23.0
TX08410,7,4.0,0.0,UNIV OF TX:MEDICAL BRANC,78.0,24.0,102.0,38.0,64.0
TX08412,7,4.0,0.0,TX A&M UN: GALVESTON,5.0,3.0,8.0,7.0,1.0
TX08419,7,4.0,1095.0,JAMAICA BEACH,3.0,2.0,5.0,5.0,0.0
TX08420,7,4.0,0.0,CRYSTAL BEACH,6.0,4.0,10.0,5.0,5.0
TX08421,5,4.0,10431.0,SANTA FE,18.0,5.0,23.0,16.0,7.0
TX08422,7,4.0,1684.0,BAYOU VISTA,5.0,0.0,5.0,5.0,0.0
TX08423,7,4.0,0.0,COLLEGE OF THE MAINLAND,6.0,1.0,7.0,6.0,1.0
TX08500,8D,4.0,5095.0,GARZA,8.0,5.0,13.0,7.0,6.0
TX08501,6,4.0,3881.0,POST,0.0,0.0,0.0,0.0,0.0
TX08600,8C,4.0,12477.0,GILLESPIE,24.0,8.0,32.0,20.0,12.0
TX08601,5,4.0,10122.0,FREDERICKSBURG,25.0,3.0,28.0,25.0,3.0
TX08700,8D,4.0,1378.0,GLASSCOCK,3.0,3.0,6.0,3.0,3.0
TX08800,9D,4.0,7236.0,GOLIAD,18.0,17.0,35.0,11.0,24.0
TX08805,7,4.0,2049.0,GOLIAD,3.0,0.0,3.0,3.0,0.0
TX08900,8C,4.0,10940.0,GONZALES,32.0,15.0,47.0,21.0,26.0
TX08901,6,4.0,7443.0,GONZALES,15.0,5.0,20.0,15.0,5.0
TX08904,7,4.0,994.0,WAELDER,3.0,0.0,3.0,3.0,0.0
TX09000,8D,4.0,4676.0,GRAY,24.0,14.0,38.0,14.0,24.0
TX09002,5,4.0,17181.0,PAMPA,21.0,15.0,36.0,24.0,12.0
TX09100,9B,4.0,43107.0,GRAYSON,79.0,43.0,122.0,53.0,69.0
TX09101,7,4.0,1391.0,COLLINSVILLE,1.0,1.0,2.0,2.0,0.0
TX09102,5,4.0,23727.0,DENISON,47.0,9.0,56.0,43.0,13.0
TX09103,7,4.0,1744.0,POTTSBORO,6.0,0.0,6.0,6.0,0.0
TX09104,4,4.0,36870.0,SHERMAN,58.0,25.0,83.0,59.0,24.0
TX09105,6,4.0,2649.0,VAN ALSTYNE,8.0,2.0,10.0,8.0,2.0
TX09106,6,4.0,4028.0,WHITESBORO,7.0,4.0,11.0,6.0,5.0
TX09110,6,4.0,2715.0,HOWE,6.0,0.0,6.0,6.0,0.0
TX09118,7,4.0,0.0,GRAYSON COUNTY COLLEGE,3.0,1.0,4.0,3.0,1.0
TX09119,7,4.0,0.0,AUSTIN COLLEGE,6.0,2.0,8.0,7.0,1.0
TX09121,7,4.0,856.0,TIOGA,2.0,1.0,3.0,2.0,1.0
TX09200,9C,4.0,22644.0,GREGG,120.0,39.0,159.0,69.0,90.0
TX09202,6,4.0,6258.0,GLADEWATER,17.0,3.0,20.0,15.0,5.0
TX09204,5,4.0,11665.0,KILGORE,29.0,11.0,40.0,32.0,8.0
TX09205,3,4.0,76160.0,LONGVIEW,128.0,32.0,160.0,140.0,20.0
TX09206,6,4.0,5956.0,WHITE OAK,14.0,3.0,17.0,13.0,4.0
TX09300,8C,4.0,18025.0,GRIMES,33.0,16.0,49.0,24.0,25.0
TX09301,6,4.0,7357.0,NAVASOTA,17.0,7.0,24.0,18.0,6.0
TX09400,9B,4.0,44858.0,GUADALUPE,108.0,64.0,172.0,57.0,115.0
TX09401,7,4.0,1147.0,MARION,13.0,0.0,13.0,13.0,0.0
TX09402,5,4.0,24088.0,SCHERTZ,35.0,13.0,48.0,35.0,13.0
TX09403,5,4.0,23575.0,SEGUIN,43.0,18.0,61.0,46.0,15.0
TX09406,6,4.0,4764.0,CIBOLO,11.0,1.0,12.0,11.0,1.0
TX09500,8D,4.0,9920.0,HALE,46.0,16.0,62.0,26.0,36.0
TX09501,6,4.0,2819.0,ABERNATHY,4.0,0.0,4.0,4.0,0.0
TX09502,7,4.0,2197.0,HALE CENTER,2.0,1.0,3.0,3.0,0.0
TX09504,5,4.0,22257.0,PLAINVIEW,31.0,10.0,41.0,33.0,8.0
TX09600,8D,4.0,1353.0,HALL,4.0,5.0,9.0,3.0,6.0
TX09601,6,4.0,2544.0,MEMPHIS,5.0,0.0,5.0,5.0,0.0
TX09700,8D,4.0,6886.0,HAMILTON,13.0,7.0,20.0,9.0,11.0
TX09701,6,4.0,2987.0,HAMILTON,4.0,1.0,5.0,4.0,1.0
TX09702,7,4.0,1368.0,HICO,3.0,0.0,3.0,3.0,0.0
TX09800,8D,4.0,1179.0,HANSFORD,5.0,4.0,9.0,4.0,5.0
TX09801,7,4.0,1142.0,GRUVER,2.0,0.0,2.0,2.0,0.0
TX09802,6,4.0,2977.0,SPEARMAN,2.0,0.0,2.0,2.0,0.0
TX09900,8D,4.0,879.0,HARDEMAN,7.0,2.0,9.0,5.0,4.0
TX09901,7,4.0,763.0,CHILLICOTHE,1.0,2.0,3.0,1.0,2.0
TX09902,6,4.0,2873.0,QUANAH,2.0,0.0,2.0,2.0,0.0
TX10000,9B,4.0,30701.0,HARDIN,39.0,19.0,58.0,36.0,22.0
TX10001,7,4.0,2164.0,KOUNTZE,5.0,0.0,5.0,5.0,0.0
TX10002,6,4.0,6607.0,SILSBEE,16.0,5.0,21.0,16.0,5.0
TX10003,7,4.0,1721.0,SOUR LAKE,6.0,0.0,6.0,6.0,0.0
TX10009,6,4.0,9275.0,LUMBERTON,15.0,2.0,17.0,14.0,3.0
TX10100,9A,4.0,1195040.0,HARRIS,2667.0,917.0,3584.0,2547.0,1037.0
TX10101,3,4.0,68381.0,BAYTOWN,132.0,46.0,178.0,125.0,53.0
TX10102,5,4.0,17175.0,BELLAIRE,44.0,13.0,57.0,41.0,16.0
TX10104,4,4.0,29328.0,DEER PARK,49.0,21.0,70.0,52.0,18.0
TX10105,6,4.0,3094.0,EL LAGO,6.0,1.0,7.0,7.0,0.0
TX10106,5,4.0,10618.0,GALENA PARK,14.0,8.0,22.0,16.0,6.0
TX10109,5,4.0,15001.0,HUMBLE,56.0,17.0,73.0,58.0,15.0
TX10111,5,4.0,10430.0,JACINTO CITY,17.0,7.0,24.0,18.0,6.0
TX10112,6,4.0,7316.0,JERSEY VILLAGE,21.0,9.0,30.0,22.0,8.0
TX10113,4,4.0,33822.0,LA PORTE,78.0,21.0,99.0,73.0,26.0
TX10115,2,4.0,146839.0,PASADENA,263.0,63.0,326.0,254.0,72.0
TX10117,5,4.0,11004.0,SEABROOK,28.0,7.0,35.0,29.0,6.0
TX10119,5,4.0,16328.0,SOUTH HOUSTON,32.0,8.0,40.0,31.0,9.0
TX10120,7,4.0,1634.0,SOUTHSIDE PLACE,9.0,0.0,9.0,5.0,4.0
TX10121,6,4.0,3724.0,SPRING VALLEY,17.0,4.0,21.0,16.0,5.0
TX10122,6,4.0,3701.0,TAYLOR LAKE VILLAGE,5.0,0.0,5.0,5.0,0.0
TX10123,6,4.0,9948.0,TOMBALL,31.0,12.0,43.0,33.0,10.0
TX10124,5,4.0,11888.0,MEMORIAL VILLAGES,27.0,7.0,34.0,29.0,5.0
TX10125,6,4.0,9226.0,WEBSTER,40.0,16.0,56.0,41.0,15.0
TX10126,5,4.0,15154.0,WEST UNIVERSITY PLACE,21.0,10.0,31.0,22.0,9.0
TX10127,5,4.0,12940.0,KATY,43.0,16.0,59.0,43.0,16.0
TX10128,6,4.0,4199.0,NASSAU BAY,10.0,7.0,17.0,12.0,5.0
TX10129,7,4.0,0.0,UNIV OF TX: HOUSTON,217.0,95.0,312.0,84.0,228.0
TX10132,7,4.0,0.0,UN OF HOUSTON:CENTRAL CA,62.0,24.0,86.0,43.0,43.0
TX10133,7,4.0,0.0,TEXAS SOUTHERN UNIVERSIT,28.0,14.0,42.0,30.0,12.0
TX10138,7,4.0,0.0,RICE UNIVERSITY,25.0,14.0,39.0,25.0,14.0
TX10139,7,4.0,0.0,UN OF HOUSTON: CLEARLAKE,10.0,11.0,21.0,12.0,9.0
TX10141,7,4.0,2380.0,HEDWIG VILLAGE,20.0,3.0,23.0,17.0,6.0
TX10142,7,4.0,0.0,UN OF HOUSTON:DOWNTOWN C,21.0,4.0,25.0,15.0,10.0
TX10154,7,4.0,0.0,HOUSTON COMM COLLEGE,23.0,3.0,26.0,25.0,1.0
TX10157,7,4.0,0.0,HOUSTON METRO TRANSIT A,187.0,59.0,246.0,158.0,88.0
TX10158,7,4.0,0.0,TEXAS MEDICAL CENTER,0.0,0.0,0.0,0.0,0.0
TX10159,7,4.0,0.0,N HARRIS/MONTG CO.COLLEG,2.0,0.0,2.0,2.0,0.0
TX10160,7,4.0,0.0,ISD: KLEIN,28.0,11.0,39.0,26.0,13.0
TX10161,7,4.0,0.0,HOUSTON BAPTIST UNIV,7.0,3.0,10.0,10.0,0.0
TX10166,6,4.0,6795.0,LAKEVIEW,10.0,6.0,16.0,12.0,4.0
TX10167,7,4.0,0.0,ISD: KATY,23.0,11.0,34.0,27.0,7.0
TX10170,7,4.0,0.0,ISD: SPRING BRANCH,32.0,8.0,40.0,31.0,9.0
TX10171,7,4.0,0.0,ISD: SPRING,23.0,7.0,30.0,29.0,1.0
TX10172,7,4.0,0.0,ISD: PASADENA,26.0,10.0,36.0,28.0,8.0
TX10173,7,4.0,0.0,ISD: ALDINE,37.0,7.0,44.0,35.0,9.0
TX10176,7,4.0,0.0,ST. THOMAS UNIVERSITY,7.0,3.0,10.0,1.0,9.0
TX10178,7,4.0,0.0,ISD: HUMBLE,12.0,3.0,15.0,11.0,4.0
TX10200,8B,4.0,34904.0,HARRISON,59.0,29.0,88.0,42.0,46.0
TX10201,6,4.0,2860.0,HALLSVILLE,4.0,0.0,4.0,4.0,0.0
TX10202,5,4.0,24340.0,MARSHALL,53.0,17.0,70.0,51.0,19.0
TX10300,8D,4.0,2668.0,HARTLEY,4.0,0.0,4.0,4.0,0.0
TX10400,8D,4.0,2834.0,HASKELL,2.0,5.0,7.0,2.0,5.0
TX10401,6,4.0,2958.0,HASKELL,4.0,0.0,4.0,4.0,0.0
TX10402,7,4.0,667.0,RULE,1.0,0.0,1.0,1.0,0.0
TX10500,9B,4.0,61366.0,HAYS,169.0,61.0,230.0,97.0,133.0
TX10501,4,4.0,43729.0,SAN MARCOS,80.0,26.0,106.0,82.0,24.0
TX10503,7,4.0,0.0,"TEXAS ST UNIV, SAN MARCO",52.0,15.0,67.0,31.0,36.0
TX10507,5,4.0,11437.0,KYLE,15.0,6.0,21.0,18.0,3.0
TX10600,8D,4.0,3389.0,HEMPHILL,7.0,7.0,14.0,8.0,6.0
TX10601,7,4.0,2249.0,CANADIAN,2.0,0.0,2.0,2.0,0.0
TX10700,8B,4.0,54311.0,HENDERSON,66.0,37.0,103.0,62.0,41.0
TX10701,5,4.0,12163.0,ATHENS,28.0,8.0,36.0,27.0,9.0
TX10702,7,4.0,2358.0,MALAKOFF,8.0,0.0,8.0,6.0,2.0
TX10705,7,4.0,1250.0,SEVEN POINTS,7.0,4.0,11.0,7.0,4.0
TX10707,6,4.0,5664.0,GUN BARREL CITY,12.0,8.0,20.0,15.0,5.0
TX10708,7,4.0,942.0,BERRYVILLE,3.0,1.0,4.0,3.0,1.0
TX10709,7,4.0,253.0,CANEY CITY,1.0,0.0,1.0,1.0,0.0
TX10710,7,4.0,2374.0,TOOL,5.0,2.0,7.0,7.0,0.0
TX10719,7,4.0,202.0,COFFEE CITY,2.0,0.0,2.0,2.0,0.0
TX10723,7,4.0,0.0,ISD: ATHENS,1.0,1.0,2.0,2.0,0.0
TX10800,9A,4.0,211572.0,HIDALGO,529.0,123.0,652.0,217.0,435.0
TX10801,5,4.0,15995.0,ALAMO,27.0,4.0,31.0,24.0,7.0
TX10802,5,4.0,15823.0,DONNA,25.0,7.0,32.0,22.0,10.0
TX10803,6,4.0,4235.0,EDCOUCH,8.0,4.0,12.0,6.0,6.0
TX10804,3,4.0,56231.0,EDINBURG,90.0,32.0,122.0,90.0,32.0
TX10805,6,4.0,6278.0,ELSA,17.0,1.0,18.0,12.0,6.0
TX10806,6,4.0,9263.0,HIDALGO,41.0,6.0,47.0,34.0,13.0
TX10807,7,4.0,1436.0,LA VILLA,5.0,1.0,6.0,5.0,1.0
TX10808,2,4.0,118458.0,MCALLEN,297.0,82.0,379.0,252.0,127.0
TX10809,5,4.0,14365.0,MERCEDES,26.0,3.0,29.0,22.0,7.0
TX10810,3,4.0,55536.0,MISSION,129.0,22.0,151.0,111.0,40.0
TX10811,3,4.0,55367.0,PHARR,100.0,27.0,127.0,95.0,32.0
TX10813,4,4.0,29379.0,SAN JUAN,34.0,5.0,39.0,31.0,8.0
TX10814,4,4.0,30927.0,WESLACO,86.0,16.0,102.0,73.0,29.0
TX10815,6,4.0,4306.0,LA JOYA,12.0,4.0,16.0,10.0,6.0
